itemSet,setSize,target,conversion
9,1,82,0
9,1,96,0
9,1,27,0
9,1,50,0
46-83,2,69,0
46-83,2,36,0
46-83,2,9,0
46-83,2,68,0
46-83,2,85,0
83,1,46,1
92,1,47,0
92,1,99,0
92,1,77,0
92,1,46,0
92,1,34,0
35-46-43-97,4,29,0
35-46-43-97,4,6,0
35-46-43-97,4,71,0
35-46-43-97,4,81,0
35-46-43-97,4,78,0
35-43-46,3,97,1
7-2,2,62,0
7-2,2,8,0
7-2,2,42,0
7-2,2,35,0
7-2,2,77,0
2,1,7,1
7,1,36,0
7,1,16,0
7,1,46,0
7,1,59,0
7,1,84,0
25-56-75,3,95,0
25-56-75,3,40,0
25-56-75,3,37,0
25-56-75,3,88,0
25-56-75,3,45,0
56-75,2,25,1
27-15-80,3,94,0
27-15-80,3,82,0
27-15-80,3,74,0
27-15-80,3,79,0
27-15-80,3,17,0
27-15,2,80,1
49-85,2,21,0
49-85,2,88,0
49-85,2,16,0
49-85,2,91,0
49-85,2,97,0
49,1,85,1
19-54,2,62,0
19-54,2,7,0
19-54,2,55,0
19-54,2,97,0
19-54,2,56,0
54,1,19,1
29-44-33,3,16,0
29-44-33,3,55,0
29-44-33,3,0,0
29-44-33,3,17,0
29-44-33,3,39,0
44-29,2,33,1
64-60,2,73,0
64-60,2,8,0
64-60,2,61,0
64-60,2,24,0
64-60,2,72,0
60,1,64,1
73,1,11,0
73,1,15,0
73,1,51,0
73,1,22,0
73,1,4,0
10,1,56,0
10,1,79,0
10,1,72,0
10,1,40,0
10,1,24,0
10-84-38,3,5,0
10-84-38,3,51,0
10-84-38,3,95,0
10-84-38,3,59,0
10-84-38,3,23,0
84-38,2,10,1
69,1,60,0
69,1,70,0
69,1,63,0
69,1,82,0
69,1,52,0
83-36,2,6,0
83-36,2,25,0
83-36,2,99,0
83-36,2,89,0
83-36,2,85,0
83,1,36,1
24-78-69-44-16,5,67,0
24-78-69-44-16,5,20,0
24-78-69-44-16,5,54,0
24-78-69-44-16,5,32,0
24-78-69-44-16,5,74,0
16-24-69-78,4,44,1
10,1,64,0
10,1,59,0
10,1,27,0
10,1,72,0
10,1,75,0
11-59,2,6,0
11-59,2,18,0
11-59,2,8,0
11-59,2,16,0
11-59,2,36,0
59,1,11,1
69-64,2,82,0
69-64,2,28,0
69-64,2,10,0
69-64,2,17,0
69-64,2,9,0
64,1,69,1
13-14,2,98,0
13-14,2,85,0
13-14,2,15,0
13-14,2,16,0
13-14,2,66,0
14,1,13,1
64,1,29,0
64,1,56,0
64,1,39,0
64,1,22,0
64,1,78,0
35-79-41-26-68-1,6,28,0
35-79-41-26-68-1,6,14,0
35-79-41-26-68-1,6,20,0
35-79-41-26-68-1,6,70,0
35-79-41-26-68-1,6,30,0
1-35-68-41-79,5,26,1
73-16-20-15-36,5,23,0
73-16-20-15-36,5,7,0
73-16-20-15-36,5,58,0
73-16-20-15-36,5,78,0
73-16-20-15-36,5,19,0
16-73-36-20,4,15,1
82,1,42,0
82,1,54,0
82,1,45,0
82,1,61,0
82,1,25,0
51,1,76,0
51,1,0,0
51,1,6,0
51,1,40,0
51,1,89,0
27-15-54-4-10,5,34,0
27-15-54-4-10,5,70,0
27-15-54-4-10,5,29,0
27-15-54-4-10,5,75,0
27-15-54-4-10,5,59,0
10-27-54-15,4,4,1
60-32,2,67,0
60-32,2,51,0
60-32,2,47,0
60-32,2,37,0
60-32,2,36,0
32,1,60,1
44-24-46-85-62-43,6,35,0
44-24-46-85-62-43,6,20,0
44-24-46-85-62-43,6,52,0
44-24-46-85-62-43,6,37,0
44-24-46-85-62-43,6,58,0
43-44-46-85-24,5,62,1
36-57-83,3,51,0
36-57-83,3,35,0
36-57-83,3,18,0
36-57-83,3,4,0
36-57-83,3,84,0
57-36,2,83,1
9,1,30,0
9,1,66,0
9,1,99,0
9,1,65,0
9,1,46,0
29-55-7-83-15,5,49,0
29-55-7-83-15,5,22,0
29-55-7-83-15,5,96,0
29-55-7-83-15,5,1,0
29-55-7-83-15,5,88,0
83-15-55-7,4,29,1
28-74,2,9,0
28-74,2,70,0
28-74,2,2,0
28-74,2,68,0
28-74,2,81,0
28,1,74,1
93,1,21,0
93,1,80,0
93,1,41,0
93,1,76,0
93,1,9,0
53-68-41,3,80,0
53-68-41,3,29,0
53-68-41,3,27,0
53-68-41,3,63,0
53-68-41,3,57,0
41-53,2,68,1
16,1,2,0
16,1,89,0
16,1,15,0
16,1,47,0
16,1,64,0
50-18,2,32,0
50-18,2,61,0
50-18,2,75,0
50-18,2,78,0
50-18,2,70,0
50,1,18,1
58-15,2,86,0
58-15,2,52,0
58-15,2,90,0
58-15,2,59,0
58-15,2,33,0
58,1,15,1
92-2,2,4,0
92-2,2,99,0
92-2,2,59,0
92-2,2,78,0
92-2,2,41,0
92,1,2,1
4,1,23,0
4,1,21,0
4,1,48,0
4,1,35,0
4,1,62,0
9-46-43,3,92,0
9-46-43,3,5,0
9-46-43,3,2,0
9-46-43,3,51,0
9-46-43,3,62,0
9-43,2,46,1
41-89-23-45-48-33-65-68,8,50,0
41-89-23-45-48-33-65-68,8,78,0
41-89-23-45-48-33-65-68,8,4,0
41-89-23-45-48-33-65-68,8,27,0
41-89-23-45-48-33-65-68,8,21,0
33-68-41-45-48-23-89,7,65,1
41,1,67,0
41,1,25,0
41,1,65,0
41,1,26,0
41,1,70,0
20-57-90-15-2,5,83,0
20-57-90-15-2,5,82,0
20-57-90-15-2,5,87,0
20-57-90-15-2,5,97,0
20-57-90-15-2,5,28,0
57-2-90-15,4,20,1
46,1,29,0
46,1,71,0
46,1,25,0
46,1,31,0
46,1,66,0
53-30-16,3,39,0
53-30-16,3,90,0
53-30-16,3,49,0
53-30-16,3,3,0
53-30-16,3,31,0
16-30,2,53,1
53-7-67-43,4,92,0
53-7-67-43,4,39,0
53-7-67-43,4,35,0
53-7-67-43,4,81,0
53-7-67-43,4,28,0
67-43-53,3,7,1
24,1,8,0
24,1,38,0
24,1,56,0
24,1,15,0
24,1,91,0
15-49-7,3,91,0
15-49-7,3,6,0
15-49-7,3,61,0
15-49-7,3,84,0
15-49-7,3,34,0
15-7,2,49,1
15,1,36,0
15,1,83,0
15,1,10,0
15,1,95,0
15,1,38,0
19,1,97,0
19,1,73,0
19,1,45,0
19,1,12,0
19,1,40,0
16-80,2,41,0
16-80,2,62,0
16-80,2,96,0
16-80,2,2,0
16-80,2,38,0
16,1,80,1
70-10-12,3,59,0
70-10-12,3,63,0
70-10-12,3,98,0
70-10-12,3,93,0
70-10-12,3,5,0
12-70,2,10,1
46-52,2,72,0
46-52,2,73,0
46-52,2,93,0
46-52,2,8,0
46-52,2,42,0
52,1,46,1
15,1,56,0
15,1,78,0
15,1,21,0
15,1,76,0
15,1,92,0
14-37-67,3,0,0
14-37-67,3,50,0
14-37-67,3,45,0
14-37-67,3,29,0
14-37-67,3,6,0
67-37,2,14,1
86,1,84,0
86,1,42,0
86,1,63,0
86,1,98,0
86,1,88,0
11-89-41,3,85,0
11-89-41,3,34,0
11-89-41,3,53,0
11-89-41,3,57,0
11-89-41,3,82,0
41-11,2,89,1
57-19,2,32,0
57-19,2,62,0
57-19,2,90,0
57-19,2,79,0
57-19,2,54,0
57,1,19,1
28,1,70,0
28,1,17,0
28,1,95,0
28,1,32,0
28,1,8,0
36,1,92,0
36,1,65,0
36,1,3,0
36,1,40,0
36,1,59,0
17,1,13,0
17,1,52,0
17,1,26,0
17,1,73,0
17,1,68,0
84,1,47,0
84,1,59,0
84,1,13,0
84,1,51,0
84,1,0,0
49,1,16,0
49,1,92,0
49,1,32,0
49,1,79,0
49,1,30,0
64-34,2,58,0
64-34,2,14,0
64-34,2,88,0
64-34,2,49,0
64-34,2,25,0
34,1,64,1
41-28-16,3,2,0
41-28-16,3,4,0
41-28-16,3,77,0
41-28-16,3,27,0
41-28-16,3,44,0
16-41,2,28,1
20-7,2,49,0
20-7,2,65,0
20-7,2,79,0
20-7,2,94,0
20-7,2,24,0
20,1,7,1
58-83-36-7-82-86,6,64,0
58-83-36-7-82-86,6,30,0
58-83-36-7-82-86,6,4,0
58-83-36-7-82-86,6,42,0
58-83-36-7-82-86,6,68,0
36-82-83-86-58,5,7,1
27-10-52-9-65,5,12,0
27-10-52-9-65,5,19,0
27-10-52-9-65,5,11,0
27-10-52-9-65,5,13,0
27-10-52-9-65,5,44,0
65-10-52-9,4,27,1
18-7,2,13,0
18-7,2,92,0
18-7,2,49,0
18-7,2,97,0
18-7,2,95,0
7,1,18,1
70,1,84,0
70,1,97,0
70,1,4,0
70,1,49,0
70,1,45,0
7,1,50,0
7,1,35,0
7,1,81,0
7,1,16,0
7,1,84,0
73,1,1,0
73,1,91,0
73,1,67,0
73,1,97,0
73,1,59,0
21-11,2,7,0
21-11,2,72,0
21-11,2,78,0
21-11,2,30,0
21-11,2,36,0
11,1,21,1
70,1,79,0
70,1,34,0
70,1,58,0
70,1,57,0
70,1,73,0
66,1,55,0
66,1,82,0
66,1,47,0
66,1,45,0
66,1,32,0
15-20-21,3,2,0
15-20-21,3,55,0
15-20-21,3,41,0
15-20-21,3,72,0
15-20-21,3,3,0
20-21,2,15,1
9-43,2,48,0
9-43,2,52,0
9-43,2,67,0
9-43,2,90,0
9-43,2,22,0
43,1,9,1
2-86-7-48-9,5,72,0
2-86-7-48-9,5,21,0
2-86-7-48-9,5,70,0
2-86-7-48-9,5,65,0
2-86-7-48-9,5,68,0
9-2-86-7,4,48,1
10-70,2,29,0
10-70,2,98,0
10-70,2,1,0
10-70,2,61,0
10-70,2,18,0
10,1,70,1
20,1,13,0
20,1,65,0
20,1,17,0
20,1,31,0
20,1,32,0
80,1,61,0
80,1,94,0
80,1,98,0
80,1,36,0
80,1,38,0
42-69-40-73,4,16,0
42-69-40-73,4,48,0
42-69-40-73,4,57,0
42-69-40-73,4,53,0
42-69-40-73,4,88,0
40-73-42,3,69,1
38-8-83-70,4,11,0
38-8-83-70,4,96,0
38-8-83-70,4,19,0
38-8-83-70,4,24,0
38-8-83-70,4,78,0
8-38-70,3,83,1
86-82-58-7,4,71,0
86-82-58-7,4,1,0
86-82-58-7,4,55,0
86-82-58-7,4,33,0
86-82-58-7,4,31,0
82-58-86,3,7,1
30,1,18,0
30,1,54,0
30,1,36,0
30,1,78,0
30,1,76,0
47,1,71,0
47,1,78,0
47,1,50,0
47,1,63,0
47,1,19,0
15-20-72,3,47,0
15-20-72,3,86,0
15-20-72,3,7,0
15-20-72,3,67,0
15-20-72,3,82,0
72-20,2,15,1
2-20,2,68,0
2-20,2,41,0
2-20,2,95,0
2-20,2,26,0
2-20,2,37,0
2,1,20,1
72,1,84,0
72,1,94,0
72,1,50,0
72,1,82,0
72,1,42,0
20,1,36,0
20,1,72,0
20,1,10,0
20,1,25,0
20,1,54,0
42,1,81,0
42,1,38,0
42,1,83,0
42,1,56,0
42,1,62,0
60-69-78-89-32,5,47,0
60-69-78-89-32,5,48,0
60-69-78-89-32,5,75,0
60-69-78-89-32,5,99,0
60-69-78-89-32,5,6,0
32-89-60-78,4,69,1
15,1,83,0
15,1,67,0
15,1,91,0
15,1,80,0
15,1,21,0
67,1,69,0
67,1,99,0
67,1,15,0
67,1,3,0
67,1,12,0
55,1,65,0
55,1,58,0
55,1,99,0
55,1,97,0
55,1,86,0
52-21-85,3,79,0
52-21-85,3,73,0
52-21-85,3,44,0
52-21-85,3,24,0
52-21-85,3,97,0
52-21,2,85,1
46,1,94,0
46,1,2,0
46,1,65,0
46,1,59,0
46,1,55,0
38-27-22-17-20-15,6,18,0
38-27-22-17-20-15,6,50,0
38-27-22-17-20-15,6,25,0
38-27-22-17-20-15,6,29,0
38-27-22-17-20-15,6,78,0
38-17-20-22-27,5,15,1
98-44,2,78,0
98-44,2,16,0
98-44,2,62,0
98-44,2,6,0
98-44,2,0,0
98,1,44,1
59,1,98,0
59,1,14,0
59,1,72,0
59,1,8,0
59,1,37,0
47-53-97-69-78-34-4,7,79,0
47-53-97-69-78-34-4,7,99,0
47-53-97-69-78-34-4,7,51,0
47-53-97-69-78-34-4,7,23,0
47-53-97-69-78-34-4,7,76,0
34-4-69-78-47-53,6,97,1
26,1,19,0
26,1,60,0
26,1,49,0
26,1,76,0
26,1,87,0
7,1,20,0
7,1,95,0
7,1,77,0
7,1,15,0
7,1,96,0
9-56-36-83,4,44,0
9-56-36-83,4,52,0
9-56-36-83,4,1,0
9-56-36-83,4,97,0
9-56-36-83,4,67,0
56-9-36,3,83,1
2-65-45,3,49,0
2-65-45,3,73,0
2-65-45,3,16,0
2-65-45,3,83,0
2-65-45,3,32,0
2-45,2,65,1
50-71-65,3,93,0
50-71-65,3,15,0
50-71-65,3,25,0
50-71-65,3,2,0
50-71-65,3,48,0
65-71,2,50,1
20,1,75,0
20,1,85,0
20,1,33,0
20,1,18,0
20,1,64,0
24,1,52,0
24,1,18,0
24,1,45,0
24,1,46,0
24,1,11,0
41-26-33-9,4,38,0
41-26-33-9,4,83,0
41-26-33-9,4,15,0
41-26-33-9,4,91,0
41-26-33-9,4,31,0
41-26-9,3,33,1
55,1,32,0
55,1,48,0
55,1,76,0
55,1,2,0
55,1,75,0
70,1,53,0
70,1,80,0
70,1,26,0
70,1,78,0
70,1,94,0
31-69,2,2,0
31-69,2,11,0
31-69,2,30,0
31-69,2,56,0
31-69,2,3,0
31,1,69,1
9-85,2,4,0
9-85,2,14,0
9-85,2,8,0
9-85,2,38,0
9-85,2,68,0
9,1,85,1
5,1,28,0
5,1,87,0
5,1,92,0
5,1,33,0
5,1,75,0
52-73-10,3,94,0
52-73-10,3,69,0
52-73-10,3,40,0
52-73-10,3,97,0
52-73-10,3,67,0
73-52,2,10,1
19-70-24-10,4,59,0
19-70-24-10,4,57,0
19-70-24-10,4,11,0
19-70-24-10,4,55,0
19-70-24-10,4,0,0
24-10-19,3,70,1
60-69-78-9,4,41,0
60-69-78-9,4,97,0
60-69-78-9,4,10,0
60-69-78-9,4,18,0
60-69-78-9,4,94,0
9-60-78,3,69,1
35,1,0,0
35,1,70,0
35,1,20,0
35,1,1,0
35,1,63,0
2-15-49-52,4,5,0
2-15-49-52,4,76,0
2-15-49-52,4,62,0
2-15-49-52,4,61,0
2-15-49-52,4,70,0
49-2-15,3,52,1
34-75,2,7,0
34-75,2,70,0
34-75,2,3,0
34-75,2,44,0
34-75,2,43,0
75,1,34,1
6,1,92,0
6,1,66,0
6,1,99,0
6,1,15,0
6,1,43,0
15-20,2,35,0
15-20,2,97,0
15-20,2,73,0
15-20,2,63,0
15-20,2,25,0
20,1,15,1
16-89,2,15,0
16-89,2,40,0
16-89,2,7,0
16-89,2,13,0
16-89,2,27,0
89,1,16,1
90,1,7,0
90,1,26,0
90,1,75,0
90,1,80,0
90,1,85,0
20,1,8,0
20,1,47,0
20,1,39,0
20,1,84,0
20,1,80,0
55,1,35,0
55,1,26,0
55,1,78,0
55,1,77,0
55,1,23,0
71-41-44-65-34,5,1,0
71-41-44-65-34,5,68,0
71-41-44-65-34,5,25,0
71-41-44-65-34,5,36,0
71-41-44-65-34,5,55,0
65-34-44-41,4,71,1
7-9-20-15,4,69,0
7-9-20-15,4,3,0
7-9-20-15,4,96,0
7-9-20-15,4,13,0
7-9-20-15,4,82,0
9-20-15,3,7,1
74,1,78,0
74,1,36,0
74,1,41,0
74,1,91,0
74,1,59,0
0,1,18,0
0,1,27,0
0,1,17,0
0,1,40,0
0,1,83,0
30,1,98,0
30,1,69,0
30,1,96,0
30,1,93,0
30,1,44,0
20,1,15,0
20,1,57,0
20,1,0,0
20,1,27,0
20,1,22,0
20-15-30,3,28,0
20-15-30,3,5,0
20-15-30,3,69,0
20-15-30,3,37,0
20-15-30,3,56,0
20-30,2,15,1
27-82,2,98,0
27-82,2,4,0
27-82,2,56,0
27-82,2,33,0
27-82,2,73,0
27,1,82,1
11,1,36,0
11,1,43,0
11,1,40,0
11,1,1,0
11,1,91,0
98,1,78,0
98,1,31,0
98,1,88,0
98,1,23,0
98,1,80,0
17-15-20,3,53,0
17-15-20,3,12,0
17-15-20,3,31,0
17-15-20,3,82,0
17-15-20,3,48,0
17-20,2,15,1
2-20-15,3,98,0
2-20-15,3,63,0
2-20-15,3,74,0
2-20-15,3,43,0
2-20-15,3,7,0
2-15,2,20,1
27-15-7-40,4,72,0
27-15-7-40,4,63,0
27-15-7-40,4,19,0
27-15-7-40,4,41,0
27-15-7-40,4,89,0
40-15-7,3,27,1
2-13,2,83,0
2-13,2,94,0
2-13,2,6,0
2-13,2,38,0
2-13,2,14,0
2,1,13,1
44,1,95,0
44,1,24,0
44,1,56,0
44,1,67,0
44,1,29,0
60-23-3-71-73-45,6,27,0
60-23-3-71-73-45,6,1,0
60-23-3-71-73-45,6,98,0
60-23-3-71-73-45,6,26,0
60-23-3-71-73-45,6,34,0
3-71-73-23-60,5,45,1
45-32-41-29,4,99,0
45-32-41-29,4,42,0
45-32-41-29,4,33,0
45-32-41-29,4,30,0
45-32-41-29,4,64,0
32-41-45,3,29,1
24-44,2,8,0
24-44,2,22,0
24-44,2,0,0
24-44,2,98,0
24-44,2,54,0
44,1,24,1
52-34,2,55,0
52-34,2,85,0
52-34,2,2,0
52-34,2,72,0
52-34,2,8,0
34,1,52,1
91-82-2,3,34,0
91-82-2,3,5,0
91-82-2,3,99,0
91-82-2,3,85,0
91-82-2,3,97,0
2-82,2,91,1
27-40-93-73,4,87,0
27-40-93-73,4,10,0
27-40-93-73,4,63,0
27-40-93-73,4,51,0
27-40-93-73,4,39,0
73-27-93,3,40,1
9-15-2,3,41,0
9-15-2,3,57,0
9-15-2,3,20,0
9-15-2,3,39,0
9-15-2,3,23,0
9-15,2,2,1
53-12-7-52,4,8,0
53-12-7-52,4,15,0
53-12-7-52,4,13,0
53-12-7-52,4,31,0
53-12-7-52,4,20,0
12-52-7,3,53,1
73,1,5,0
73,1,90,0
73,1,97,0
73,1,85,0
73,1,84,0
21,1,76,0
21,1,38,0
21,1,68,0
21,1,19,0
21,1,59,0
52-77,2,58,0
52-77,2,11,0
52-77,2,13,0
52-77,2,57,0
52-77,2,20,0
77,1,52,1
15-38-2-20,4,61,0
15-38-2-20,4,86,0
15-38-2-20,4,65,0
15-38-2-20,4,34,0
15-38-2-20,4,88,0
2-20-38,3,15,1
47-48,2,94,0
47-48,2,16,0
47-48,2,36,0
47-48,2,13,0
47-48,2,44,0
48,1,47,1
41,1,61,0
41,1,39,0
41,1,50,0
41,1,46,0
41,1,80,0
5,1,74,0
5,1,59,0
5,1,18,0
5,1,97,0
5,1,36,0
10,1,60,0
10,1,79,0
10,1,5,0
10,1,81,0
10,1,9,0
15-16,2,23,0
15-16,2,38,0
15-16,2,78,0
15-16,2,77,0
15-16,2,84,0
16,1,15,1
46-43,2,57,0
46-43,2,91,0
46-43,2,70,0
46-43,2,71,0
46-43,2,22,0
43,1,46,1
83,1,23,0
83,1,10,0
83,1,15,0
83,1,8,0
83,1,91,0
53-40,2,24,0
53-40,2,84,0
53-40,2,27,0
53-40,2,64,0
53-40,2,15,0
40,1,53,1
64-42-17-32,4,93,0
64-42-17-32,4,22,0
64-42-17-32,4,29,0
64-42-17-32,4,19,0
64-42-17-32,4,5,0
64-42-32,3,17,1
73,1,44,0
73,1,50,0
73,1,84,0
73,1,16,0
73,1,82,0
72,1,29,0
72,1,59,0
72,1,71,0
72,1,68,0
72,1,7,0
36-91,2,29,0
36-91,2,65,0
36-91,2,15,0
36-91,2,81,0
36-91,2,13,0
91,1,36,1
59-56,2,88,0
59-56,2,48,0
59-56,2,46,0
59-56,2,19,0
59-56,2,96,0
59,1,56,1
41-55-1-19-15,5,63,0
41-55-1-19-15,5,24,0
41-55-1-19-15,5,31,0
41-55-1-19-15,5,91,0
41-55-1-19-15,5,12,0
1-15-55-41,4,19,1
85,1,8,0
85,1,50,0
85,1,24,0
85,1,78,0
85,1,57,0
66,1,71,0
66,1,83,0
66,1,3,0
66,1,68,0
66,1,90,0
19-58,2,97,0
19-58,2,86,0
19-58,2,47,0
19-58,2,55,0
19-58,2,43,0
19,1,58,1
27-15-21,3,2,0
27-15-21,3,40,0
27-15-21,3,75,0
27-15-21,3,42,0
27-15-21,3,31,0
21-15,2,27,1
10-24-3-73,4,8,0
10-24-3-73,4,76,0
10-24-3-73,4,79,0
10-24-3-73,4,4,0
10-24-3-73,4,25,0
24-73-10,3,3,1
73,1,48,0
73,1,40,0
73,1,49,0
73,1,18,0
73,1,70,0
61,1,46,0
61,1,81,0
61,1,21,0
61,1,31,0
61,1,26,0
15-16-7-14-2-20,6,94,0
15-16-7-14-2-20,6,91,0
15-16-7-14-2-20,6,38,0
15-16-7-14-2-20,6,82,0
15-16-7-14-2-20,6,69,0
2-7-14-16-20,5,15,1
23-34,2,41,0
23-34,2,95,0
23-34,2,77,0
23-34,2,47,0
23-34,2,50,0
34,1,23,1
56,1,25,0
56,1,94,0
56,1,60,0
56,1,8,0
56,1,52,0
9-46-43,3,99,0
9-46-43,3,63,0
9-46-43,3,4,0
9-46-43,3,39,0
9-46-43,3,29,0
9-43,2,46,1
9-46,2,54,0
9-46,2,59,0
9-46,2,84,0
9-46,2,12,0
9-46,2,33,0
9,1,46,1
55-22-15-20,4,6,0
55-22-15-20,4,13,0
55-22-15-20,4,30,0
55-22-15-20,4,85,0
55-22-15-20,4,21,0
20-55-15,3,22,1
36-83-30-12,4,82,0
36-83-30-12,4,63,0
36-83-30-12,4,46,0
36-83-30-12,4,56,0
36-83-30-12,4,27,0
36-12-30,3,83,1
6,1,34,0
6,1,68,0
6,1,41,0
6,1,23,0
6,1,14,0
15-26-54-42-7-65,6,24,0
15-26-54-42-7-65,6,73,0
15-26-54-42-7-65,6,99,0
15-26-54-42-7-65,6,87,0
15-26-54-42-7-65,6,1,0
65-7-42-15-54,5,26,1
89-25,2,68,0
89-25,2,32,0
89-25,2,27,0
89-25,2,5,0
89-25,2,36,0
25,1,89,1
27,1,50,0
27,1,84,0
27,1,13,0
27,1,92,0
27,1,38,0
83,1,37,0
83,1,24,0
83,1,90,0
83,1,41,0
83,1,40,0
15,1,90,0
15,1,65,0
15,1,44,0
15,1,28,0
15,1,87,0
43-50-9-2-13-62-18,7,97,0
43-50-9-2-13-62-18,7,77,0
43-50-9-2-13-62-18,7,94,0
43-50-9-2-13-62-18,7,83,0
43-50-9-2-13-62-18,7,49,0
2-9-43-13-50-62,6,18,1
72-70-10-19-63-67,6,40,0
72-70-10-19-63-67,6,29,0
72-70-10-19-63-67,6,86,0
72-70-10-19-63-67,6,91,0
72-70-10-19-63-67,6,15,0
67-70-72-10-63,5,19,1
22-11-27-15-73,5,50,0
22-11-27-15-73,5,14,0
22-11-27-15-73,5,55,0
22-11-27-15-73,5,30,0
22-11-27-15-73,5,84,0
27-11-22-15,4,73,1
68-84-69-73,4,89,0
68-84-69-73,4,3,0
68-84-69-73,4,67,0
68-84-69-73,4,45,0
68-84-69-73,4,93,0
73-68-69,3,84,1
53-79-41-34,4,21,0
53-79-41-34,4,75,0
53-79-41-34,4,44,0
53-79-41-34,4,17,0
53-79-41-34,4,65,0
41-53-79,3,34,1
70,1,42,0
70,1,6,0
70,1,45,0
70,1,30,0
70,1,85,0
67-58-2-49,4,32,0
67-58-2-49,4,65,0
67-58-2-49,4,87,0
67-58-2-49,4,78,0
67-58-2-49,4,28,0
49-2-67,3,58,1
28,1,31,0
28,1,14,0
28,1,34,0
28,1,67,0
28,1,60,0
9-49-43,3,41,0
9-49-43,3,97,0
9-49-43,3,71,0
9-49-43,3,74,0
9-49-43,3,75,0
9-49,2,43,1
31-68-65-78,4,15,0
31-68-65-78,4,37,0
31-68-65-78,4,50,0
31-68-65-78,4,21,0
31-68-65-78,4,99,0
68-78-31,3,65,1
80-31-74-1-95-21-78,7,62,0
80-31-74-1-95-21-78,7,45,0
80-31-74-1-95-21-78,7,73,0
80-31-74-1-95-21-78,7,68,0
80-31-74-1-95-21-78,7,84,0
1-74-78-80-21-31,6,95,1
27,1,98,0
27,1,1,0
27,1,68,0
27,1,17,0
27,1,46,0
40,1,87,0
40,1,31,0
40,1,79,0
40,1,29,0
40,1,1,0
53,1,93,0
53,1,85,0
53,1,6,0
53,1,64,0
53,1,28,0
29-26-25-89-44-33-68,7,19,0
29-26-25-89-44-33-68,7,55,0
29-26-25-89-44-33-68,7,93,0
29-26-25-89-44-33-68,7,97,0
29-26-25-89-44-33-68,7,21,0
33-68-89-26-29-25,6,44,1
2,1,5,0
2,1,29,0
2,1,49,0
2,1,18,0
2,1,31,0
31-76-69-24,4,39,0
31-76-69-24,4,67,0
31-76-69-24,4,90,0
31-76-69-24,4,5,0
31-76-69-24,4,23,0
24-76-69,3,31,1
52-77,2,15,0
52-77,2,58,0
52-77,2,31,0
52-77,2,19,0
52-77,2,54,0
52,1,77,1
9-7,2,41,0
9-7,2,76,0
9-7,2,58,0
9-7,2,87,0
9-7,2,0,0
9,1,7,1
38-2,2,23,0
38-2,2,50,0
38-2,2,71,0
38-2,2,49,0
38-2,2,63,0
2,1,38,1
30-2-92-3-72,5,37,0
30-2-92-3-72,5,68,0
30-2-92-3-72,5,61,0
30-2-92-3-72,5,24,0
30-2-92-3-72,5,36,0
72-2-3-30,4,92,1
89-44,2,49,0
89-44,2,75,0
89-44,2,6,0
89-44,2,38,0
89-44,2,35,0
89,1,44,1
84,1,80,0
84,1,36,0
84,1,88,0
84,1,11,0
84,1,28,0
41-26-25,3,60,0
41-26-25,3,21,0
41-26-25,3,66,0
41-26-25,3,73,0
41-26-25,3,12,0
41-25,2,26,1
86-7,2,49,0
86-7,2,58,0
86-7,2,80,0
86-7,2,38,0
86-7,2,33,0
7,1,86,1
67,1,27,0
67,1,82,0
67,1,65,0
67,1,83,0
67,1,3,0
47-15,2,52,0
47-15,2,19,0
47-15,2,31,0
47-15,2,67,0
47-15,2,23,0
47,1,15,1
48-30,2,13,0
48-30,2,2,0
48-30,2,63,0
48-30,2,95,0
48-30,2,51,0
48,1,30,1
38-7,2,55,0
38-7,2,30,0
38-7,2,50,0
38-7,2,11,0
38-7,2,76,0
7,1,38,1
15-12,2,68,0
15-12,2,87,0
15-12,2,82,0
15-12,2,97,0
15-12,2,6,0
12,1,15,1
71-76-23-33,4,61,0
71-76-23-33,4,50,0
71-76-23-33,4,80,0
71-76-23-33,4,6,0
71-76-23-33,4,11,0
33-71-23,3,76,1
70-83-77,3,85,0
70-83-77,3,31,0
70-83-77,3,21,0
70-83-77,3,19,0
70-83-77,3,20,0
77-70,2,83,1
60-61-23-32,4,25,0
60-61-23-32,4,7,0
60-61-23-32,4,12,0
60-61-23-32,4,90,0
60-61-23-32,4,86,0
32-61-23,3,60,1
9-49-51-85-19-7,6,44,0
9-49-51-85-19-7,6,39,0
9-49-51-85-19-7,6,31,0
9-49-51-85-19-7,6,80,0
9-49-51-85-19-7,6,17,0
7-9-19-51-85,5,49,1
19,1,85,0
19,1,13,0
19,1,59,0
19,1,82,0
19,1,88,0
2-91-10-9,4,24,0
2-91-10-9,4,69,0
2-91-10-9,4,99,0
2-91-10-9,4,74,0
2-91-10-9,4,34,0
9-2-91,3,10,1
1-70,2,84,0
1-70,2,16,0
1-70,2,32,0
1-70,2,22,0
1-70,2,81,0
70,1,1,1
7-10,2,71,0
7-10,2,23,0
7-10,2,74,0
7-10,2,0,0
7-10,2,72,0
7,1,10,1
82-7-35-6,4,99,0
82-7-35-6,4,1,0
82-7-35-6,4,87,0
82-7-35-6,4,58,0
82-7-35-6,4,48,0
82-35-6,3,7,1
73,1,46,0
73,1,25,0
73,1,31,0
73,1,70,0
73,1,88,0
0-1-67-6,4,73,0
0-1-67-6,4,83,0
0-1-67-6,4,86,0
0-1-67-6,4,60,0
0-1-67-6,4,55,0
0-67-6,3,1,1
6,1,9,0
