itemSet,target,conversion,setSize
"[2, 49, 14, 20]",58,0,4
"[2, 49, 14, 20]",63,0,4
"[2, 49, 14, 20]",94,0,4
"[55, 43, 50]",57,0,3
"[55, 43, 50]",0,0,3
"[55, 43, 50]",8,0,3
"[55, 43, 50]",89,0,3
"[55, 43, 50]",35,0,3
"[70, 6]",97,0,2
"[70, 6]",83,0,2
"[70, 6]",56,0,2
"[70, 6]",88,0,2
"[70, 6]",60,0,2
"[48, 55, 52]",94,0,3
"[48, 55, 52]",83,0,3
"[48, 55, 52]",95,0,3
"[48, 55, 52]",57,0,3
"[48, 55, 52]",5,0,3
"[28, 91]",72,0,2
"[28, 91]",16,0,2
"[28, 91]",31,0,2
"[28, 91]",34,0,2
"[28, 91]",86,0,2
"[62, 46]",50,0,2
"[62, 46]",72,0,2
"[62, 46]",84,0,2
"[62, 46]",58,0,2
"[62, 46]",77,0,2
"[73, 30, 12]",5,0,3
"[73, 30, 12]",34,0,3
"[73, 30, 12]",0,0,3
"[73, 30, 12]",42,0,3
"[73, 30, 12]",26,0,3
"[47, 89, 41, 44, 42]",24,0,5
"[47, 89, 41, 44, 42]",46,0,5
"[47, 89, 41, 44, 42]",93,0,5
"[47, 89, 41, 44, 42]",16,0,5
"[47, 89, 41, 44, 42]",55,0,5
"[7, 18]",72,0,2
"[7, 18]",0,0,2
"[7, 18]",3,0,2
"[7, 18]",83,0,2
"[7, 18]",70,0,2
"[15, 7]",29,0,2
"[15, 7]",71,0,2
"[15, 7]",68,0,2
"[15, 7]",26,0,2
"[15, 7]",96,0,2
"[72, 41, 16, 23]",91,0,4
"[72, 41, 16, 23]",17,0,4
"[72, 41, 16, 23]",86,0,4
"[72, 41, 16, 23]",53,0,4
"[72, 41, 16, 23]",58,0,4
"[21, 63]",70,0,2
"[21, 63]",76,0,2
"[21, 63]",68,0,2
"[21, 63]",71,0,2
"[21, 63]",32,0,2
"[15, 39, 67, 20, 14]",34,0,5
"[15, 39, 67, 20, 14]",6,0,5
"[15, 39, 67, 20, 14]",64,0,5
"[15, 39, 67, 20, 14]",44,0,5
"[15, 39, 67, 20, 14]",51,0,5
"[9, 36, 7, 55, 83]",6,0,5
"[9, 36, 7, 55, 83]",72,0,5
"[9, 36, 7, 55, 83]",44,0,5
"[9, 36, 7, 55, 83]",12,0,5
"[9, 36, 7, 55, 83]",24,0,5
"[50, 27, 49, 2, 7]",46,0,5
"[50, 27, 49, 2, 7]",34,0,5
"[50, 27, 49, 2, 7]",6,0,5
"[50, 27, 49, 2, 7]",60,0,5
"[50, 27, 49, 2, 7]",77,0,5
"[70, 20]",88,0,2
"[70, 20]",63,0,2
"[70, 20]",71,0,2
"[70, 20]",18,0,2
"[70, 20]",51,0,2
"[15, 27]",95,0,2
"[15, 27]",6,0,2
"[15, 27]",91,0,2
"[15, 27]",32,0,2
"[15, 27]",33,0,2
"[5, 88]",54,0,2
"[5, 88]",47,0,2
"[5, 88]",12,0,2
"[5, 88]",84,0,2
"[5, 88]",34,0,2
"[51, 18]",38,0,2
"[51, 18]",70,0,2
"[51, 18]",3,0,2
"[51, 18]",72,0,2
"[51, 18]",92,0,2
"[14, 80, 20]",94,0,3
"[14, 80, 20]",58,0,3
"[14, 80, 20]",71,0,3
"[14, 80, 20]",82,0,3
"[14, 80, 20]",95,0,3
"[49, 90]",6,0,2
"[49, 90]",34,0,2
"[49, 90]",22,0,2
"[49, 90]",8,0,2
"[49, 90]",83,0,2
"[85, 20]",17,0,2
"[85, 20]",64,0,2
"[85, 20]",29,0,2
"[85, 20]",71,0,2
"[85, 20]",87,0,2
"[47, 85]",17,0,2
"[47, 85]",64,0,2
"[47, 85]",41,0,2
"[47, 85]",56,0,2
"[47, 85]",93,0,2
"[45, 23, 32, 29, 78, 66, 81]",12,0,7
"[45, 23, 32, 29, 78, 66, 81]",85,0,7
"[45, 23, 32, 29, 78, 66, 81]",0,0,7
"[45, 23, 32, 29, 78, 66, 81]",56,0,7
"[45, 23, 32, 29, 78, 66, 81]",84,0,7
"[23, 60, 69]",94,0,3
"[23, 60, 69]",93,0,3
"[23, 60, 69]",70,0,3
"[23, 60, 69]",0,0,3
"[23, 60, 69]",1,0,3
"[77, 7]",31,0,2
"[77, 7]",90,0,2
"[77, 7]",98,0,2
"[77, 7]",71,0,2
"[77, 7]",8,0,2
"[96, 28, 71]",77,0,3
"[96, 28, 71]",57,0,3
"[96, 28, 71]",88,0,3
"[96, 28, 71]",16,0,3
"[96, 28, 71]",87,0,3
"[88, 95]",74,0,2
"[88, 95]",64,0,2
"[88, 95]",41,0,2
"[88, 95]",34,0,2
"[88, 95]",70,0,2
"[57, 7]",98,0,2
"[57, 7]",29,0,2
"[57, 7]",84,0,2
"[57, 7]",55,0,2
"[57, 7]",47,0,2
"[7, 14]",44,0,2
"[7, 14]",88,0,2
"[7, 14]",38,0,2
"[7, 14]",64,0,2
"[7, 14]",5,0,2
"[21, 20]",83,0,2
"[21, 20]",33,0,2
"[21, 20]",51,0,2
"[21, 20]",18,0,2
"[21, 20]",95,0,2
"[20, 65]",58,0,2
"[20, 65]",84,0,2
"[20, 65]",5,0,2
"[20, 65]",35,0,2
"[20, 65]",97,0,2
"[52, 39, 93, 46, 18]",97,0,5
"[52, 39, 93, 46, 18]",58,0,5
"[52, 39, 93, 46, 18]",83,0,5
"[52, 39, 93, 46, 18]",70,0,5
"[52, 39, 93, 46, 18]",76,0,5
"[15, 20]",48,0,2
"[15, 20]",29,0,2
"[15, 20]",18,0,2
"[15, 20]",34,0,2
"[15, 20]",68,0,2
"[49, 22, 9]",93,0,3
"[49, 22, 9]",72,0,3
"[49, 22, 9]",92,0,3
"[49, 22, 9]",6,0,3
"[49, 22, 9]",61,0,3
"[42, 96, 29]",11,0,3
"[42, 96, 29]",64,0,3
"[42, 96, 29]",4,0,3
"[42, 96, 29]",80,0,3
"[42, 96, 29]",12,0,3
"[27, 20]",95,0,2
"[27, 20]",33,0,2
"[27, 20]",72,0,2
"[27, 20]",34,0,2
"[27, 20]",6,0,2
"[82, 50]",46,0,2
"[82, 50]",77,0,2
"[82, 50]",54,0,2
"[82, 50]",26,0,2
"[82, 50]",25,0,2
"[48, 59]",60,0,2
"[48, 59]",95,0,2
"[48, 59]",94,0,2
"[48, 59]",81,0,2
"[48, 59]",78,0,2
"[1, 15, 57, 20, 35]",94,0,5
"[1, 15, 57, 20, 35]",75,0,5
"[1, 15, 57, 20, 35]",55,0,5
"[1, 15, 57, 20, 35]",29,0,5
"[1, 15, 57, 20, 35]",58,0,5
"[14, 37, 18]",44,0,3
"[14, 37, 18]",82,0,3
"[14, 37, 18]",72,0,3
"[14, 37, 18]",86,0,3
"[14, 37, 18]",83,0,3
"[1, 13, 14]",58,0,3
"[1, 13, 14]",89,0,3
"[1, 13, 14]",94,0,3
"[1, 13, 14]",32,0,3
"[1, 13, 14]",16,0,3
"[89, 79, 69, 32]",1,0,4
"[89, 79, 69, 32]",16,0,4
"[89, 79, 69, 32]",35,0,4
"[89, 79, 69, 32]",24,0,4
"[89, 79, 69, 32]",70,0,4
"[93, 20, 15]",22,0,3
"[93, 20, 15]",51,0,3
"[93, 20, 15]",47,0,3
"[93, 20, 15]",97,0,3
"[93, 20, 15]",58,0,3
"[15, 27]",95,0,2
"[15, 27]",6,0,2
"[15, 27]",91,0,2
"[15, 27]",32,0,2
"[15, 27]",33,0,2
"[2, 14, 7, 18]",44,0,4
"[2, 14, 7, 18]",72,0,4
"[2, 14, 7, 18]",94,0,4
"[2, 14, 7, 18]",38,0,4
"[2, 14, 7, 18]",70,0,4
"[15, 24]",42,0,2
"[15, 24]",89,0,2
"[15, 24]",41,0,2
"[15, 24]",57,0,2
"[15, 24]",87,0,2
"[7, 27, 15, 20]",95,0,4
"[7, 27, 15, 20]",34,0,4
"[7, 27, 15, 20]",33,0,4
"[7, 27, 15, 20]",81,0,4
"[7, 27, 15, 20]",32,0,4
"[15, 55]",72,0,2
"[15, 55]",57,0,2
"[15, 55]",76,0,2
"[15, 55]",44,0,2
"[15, 55]",12,0,2
"[70, 10]",63,0,2
"[70, 10]",88,0,2
"[70, 10]",18,0,2
"[70, 10]",71,0,2
"[70, 10]",56,0,2
"[7, 22]",93,0,2
"[7, 22]",90,0,2
"[7, 22]",72,0,2
"[7, 22]",0,0,2
"[7, 22]",92,0,2
"[14, 0, 73, 3, 91]",74,0,5
"[14, 0, 73, 3, 91]",56,0,5
"[14, 0, 73, 3, 91]",51,0,5
"[14, 0, 73, 3, 91]",30,0,5
"[14, 0, 73, 3, 91]",72,0,5
"[14, 15, 1, 11]",89,0,4
"[14, 15, 1, 11]",94,0,4
"[14, 15, 1, 11]",16,0,4
"[14, 15, 1, 11]",76,0,4
"[14, 15, 1, 11]",58,0,4
"[15, 54, 7, 82, 22]",72,0,5
"[15, 54, 7, 82, 22]",26,0,5
"[15, 54, 7, 82, 22]",25,0,5
"[15, 54, 7, 82, 22]",31,0,5
"[15, 54, 7, 82, 22]",78,0,5
"[14, 7, 50, 18]",46,0,4
"[14, 7, 50, 18]",44,0,4
"[14, 7, 50, 18]",77,0,4
"[14, 7, 50, 18]",3,0,4
"[14, 7, 50, 18]",63,0,4
"[20, 15]",48,0,2
"[20, 15]",29,0,2
"[20, 15]",18,0,2
"[20, 15]",34,0,2
"[20, 15]",68,0,2
"[69, 65, 26, 25, 23]",22,0,5
"[69, 65, 26, 25, 23]",17,0,5
"[69, 65, 26, 25, 23]",82,0,5
"[69, 65, 26, 25, 23]",1,0,5
"[69, 65, 26, 25, 23]",94,0,5
"[7, 2]",81,0,2
"[7, 2]",95,0,2
"[7, 2]",66,0,2
"[7, 2]",60,0,2
"[7, 2]",71,0,2
"[23, 45, 42, 32]",98,0,4
"[23, 45, 42, 32]",63,0,4
"[23, 45, 42, 32]",13,0,4
"[23, 45, 42, 32]",4,0,4
"[23, 45, 42, 32]",94,0,4
"[7, 72]",91,0,2
"[7, 72]",55,0,2
"[7, 72]",46,0,2
"[7, 72]",66,0,2
"[7, 72]",98,0,2
"[81, 65]",84,0,2
"[81, 65]",93,0,2
"[81, 65]",58,0,2
"[81, 65]",85,0,2
"[81, 65]",5,0,2
"[50, 82, 38, 18]",46,0,4
"[50, 82, 38, 18]",77,0,4
"[50, 82, 38, 18]",3,0,4
"[50, 82, 38, 18]",26,0,4
"[50, 82, 38, 18]",44,0,4
"[41, 98]",72,0,2
"[41, 98]",53,0,2
"[41, 98]",90,0,2
"[41, 98]",57,0,2
"[41, 98]",88,0,2
"[28, 23, 1, 61, 29, 14, 92]",11,0,7
"[28, 23, 1, 61, 29, 14, 92]",94,0,7
"[28, 23, 1, 61, 29, 14, 92]",22,0,7
"[28, 23, 1, 61, 29, 14, 92]",16,0,7
"[28, 23, 1, 61, 29, 14, 92]",6,0,7
"[67, 50]",46,0,2
"[67, 50]",54,0,2
"[67, 50]",35,0,2
"[67, 50]",3,0,2
"[67, 50]",34,0,2
"[9, 2]",75,0,2
"[9, 2]",66,0,2
"[9, 2]",96,0,2
"[9, 2]",55,0,2
"[9, 2]",72,0,2
"[74, 28, 70, 10, 27]",44,0,5
"[74, 28, 70, 10, 27]",16,0,5
"[74, 28, 70, 10, 27]",95,0,5
"[74, 28, 70, 10, 27]",88,0,5
"[74, 28, 70, 10, 27]",69,0,5
"[53, 45, 73, 29, 69, 60]",48,0,6
"[53, 45, 73, 29, 69, 60]",94,0,6
"[53, 45, 73, 29, 69, 60]",5,0,6
"[53, 45, 73, 29, 69, 60]",0,0,6
"[53, 45, 73, 29, 69, 60]",56,0,6
"[78, 69, 26, 81]",54,0,4
"[78, 69, 26, 81]",91,0,4
"[78, 69, 26, 81]",12,0,4
"[78, 69, 26, 81]",0,0,4
"[78, 69, 26, 81]",84,0,4
"[54, 7, 58, 57, 86, 82]",98,0,6
"[54, 7, 58, 57, 86, 82]",31,0,6
"[54, 7, 58, 57, 86, 82]",46,0,6
"[54, 7, 58, 57, 86, 82]",1,0,6
"[54, 7, 58, 57, 86, 82]",72,0,6
"[71, 61]",32,0,2
"[71, 61]",17,0,2
"[71, 61]",87,0,2
"[71, 61]",63,0,2
"[71, 61]",51,0,2
"[6, 38]",97,0,2
"[6, 38]",58,0,2
"[6, 38]",61,0,2
"[6, 38]",90,0,2
"[6, 38]",75,0,2
"[59, 11]",29,0,2
"[59, 11]",1,0,2
"[59, 11]",76,0,2
"[59, 11]",84,0,2
"[59, 11]",95,0,2
"[56, 17, 98, 66, 65]",85,0,5
"[56, 17, 98, 66, 65]",58,0,5
"[56, 17, 98, 66, 65]",47,0,5
"[56, 17, 98, 66, 65]",94,0,5
"[56, 17, 98, 66, 65]",57,0,5
"[83, 91]",34,0,2
"[83, 91]",30,0,2
"[83, 91]",81,0,2
"[83, 91]",16,0,2
"[83, 91]",21,0,2
"[90, 2, 39, 0]",8,0,4
"[90, 2, 39, 0]",34,0,4
"[90, 2, 39, 0]",31,0,4
"[90, 2, 39, 0]",78,0,4
"[90, 2, 39, 0]",22,0,4
"[56, 81]",6,0,2
"[56, 81]",91,0,2
"[56, 81]",58,0,2
"[56, 81]",59,0,2
"[56, 81]",85,0,2
"[27, 99, 72, 15]",46,0,4
"[27, 99, 72, 15]",91,0,4
"[27, 99, 72, 15]",55,0,4
"[27, 99, 72, 15]",88,0,4
"[27, 99, 72, 15]",66,0,4
"[2, 7]",81,0,2
"[2, 7]",95,0,2
"[2, 7]",66,0,2
"[2, 7]",60,0,2
"[2, 7]",71,0,2
"[15, 20]",48,0,2
"[15, 20]",29,0,2
"[15, 20]",18,0,2
"[15, 20]",34,0,2
"[15, 20]",68,0,2
"[77, 86]",90,0,2
"[77, 86]",26,0,2
"[77, 86]",89,0,2
"[77, 86]",25,0,2
"[77, 86]",31,0,2
"[11, 20, 16]",17,0,3
"[11, 20, 16]",89,0,3
"[11, 20, 16]",92,0,3
"[11, 20, 16]",74,0,3
"[11, 20, 16]",61,0,3
"[77, 52]",57,0,2
"[77, 52]",31,0,2
"[77, 52]",8,0,2
"[77, 52]",90,0,2
"[77, 52]",71,0,2
"[0, 14, 20, 15]",97,0,4
"[0, 14, 20, 15]",51,0,4
"[0, 14, 20, 15]",45,0,4
"[0, 14, 20, 15]",4,0,4
"[0, 14, 20, 15]",58,0,4
"[32, 78]",84,0,2
"[32, 78]",59,0,2
"[32, 78]",63,0,2
"[32, 78]",95,0,2
"[32, 78]",5,0,2
"[91, 50, 9, 18]",72,0,4
"[91, 50, 9, 18]",3,0,4
"[91, 50, 9, 18]",75,0,4
"[91, 50, 9, 18]",63,0,4
"[91, 50, 9, 18]",86,0,4
"[16, 73, 15, 82, 7, 49, 40]",61,0,7
"[16, 73, 15, 82, 7, 49, 40]",11,0,7
"[16, 73, 15, 82, 7, 49, 40]",77,0,7
"[16, 73, 15, 82, 7, 49, 40]",95,0,7
"[16, 73, 15, 82, 7, 49, 40]",18,0,7
"[41, 21, 4]",53,0,3
"[41, 21, 4]",0,0,3
"[41, 21, 4]",95,0,3
"[41, 21, 4]",8,0,3
"[41, 21, 4]",54,0,3
"[65, 20]",58,0,2
"[65, 20]",84,0,2
"[65, 20]",5,0,2
"[65, 20]",35,0,2
"[65, 20]",97,0,2
"[53, 66]",56,0,2
"[53, 66]",23,0,2
"[53, 66]",8,0,2
"[53, 66]",94,0,2
"[53, 66]",95,0,2
"[67, 62]",35,0,2
"[67, 62]",1,0,2
"[67, 62]",0,0,2
"[67, 62]",91,0,2
"[67, 62]",3,0,2
"[26, 59, 89, 25, 75]",1,0,5
"[26, 59, 89, 25, 75]",87,0,5
"[26, 59, 89, 25, 75]",86,0,5
"[26, 59, 89, 25, 75]",8,0,5
"[26, 59, 89, 25, 75]",12,0,5
"[25, 65, 69]",57,0,3
"[25, 65, 69]",22,0,3
"[25, 65, 69]",17,0,3
"[25, 65, 69]",59,0,3
"[25, 65, 69]",94,0,3
"[9, 46]",72,0,2
"[9, 46]",58,0,2
"[9, 46]",84,0,2
"[9, 46]",54,0,2
"[9, 46]",82,0,2
"[49, 7, 15]",95,0,3
"[49, 7, 15]",6,0,3
"[49, 7, 15]",64,0,3
"[49, 7, 15]",45,0,3
"[49, 7, 15]",61,0,3
"[59, 91, 76, 69, 18]",75,0,5
"[59, 91, 76, 69, 18]",3,0,5
"[59, 91, 76, 69, 18]",1,0,5
"[59, 91, 76, 69, 18]",34,0,5
"[59, 91, 76, 69, 18]",33,0,5
"[98, 65, 69]",58,0,3
"[98, 65, 69]",57,0,3
"[98, 65, 69]",35,0,3
"[98, 65, 69]",22,0,3
"[98, 65, 69]",28,0,3
"[20, 36]",33,0,2
"[20, 36]",6,0,2
"[20, 36]",13,0,2
"[20, 36]",95,0,2
"[20, 36]",92,0,2
"[7, 15]",29,0,2
"[7, 15]",71,0,2
"[7, 15]",68,0,2
"[7, 15]",26,0,2
"[7, 15]",96,0,2
"[35, 22, 9, 20]",93,0,4
"[35, 22, 9, 20]",0,0,4
"[35, 22, 9, 20]",65,0,4
"[35, 22, 9, 20]",92,0,4
"[35, 22, 9, 20]",72,0,4
"[34, 67, 96, 24]",39,0,4
"[34, 67, 96, 24]",42,0,4
"[34, 67, 96, 24]",83,0,4
"[34, 67, 96, 24]",37,0,4
"[34, 67, 96, 24]",88,0,4
"[25, 79, 41, 60, 32]",17,0,5
"[25, 79, 41, 60, 32]",86,0,5
"[25, 79, 41, 60, 32]",8,0,5
"[25, 79, 41, 60, 32]",40,0,5
"[25, 79, 41, 60, 32]",61,0,5
"[20, 99, 15, 16]",89,0,4
"[20, 99, 15, 16]",6,0,4
"[20, 99, 15, 16]",28,0,4
"[20, 99, 15, 16]",58,0,4
"[20, 99, 15, 16]",24,0,4
"[15, 57, 54, 51, 20]",31,0,5
"[15, 57, 54, 51, 20]",71,0,5
"[15, 57, 54, 51, 20]",98,0,5
"[15, 57, 54, 51, 20]",68,0,5
"[15, 57, 54, 51, 20]",4,0,5
"[15, 38, 20]",97,0,3
"[15, 38, 20]",51,0,3
"[15, 38, 20]",58,0,3
"[15, 38, 20]",12,0,3
"[15, 38, 20]",18,0,3
"[47, 59, 10, 6]",68,0,4
"[47, 59, 10, 6]",64,0,4
"[47, 59, 10, 6]",56,0,4
"[47, 59, 10, 6]",61,0,4
"[47, 59, 10, 6]",3,0,4
"[21, 87, 2, 20, 15, 67, 27]",83,0,7
"[21, 87, 2, 20, 15, 67, 27]",85,0,7
"[21, 87, 2, 20, 15, 67, 27]",72,0,7
"[21, 87, 2, 20, 15, 67, 27]",75,0,7
"[21, 87, 2, 20, 15, 67, 27]",71,0,7
"[93, 11]",29,0,2
"[93, 11]",17,0,2
"[93, 11]",51,0,2
"[93, 11]",76,0,2
"[93, 11]",22,0,2
"[16, 64, 73, 65, 24, 12, 74]",5,0,7
"[16, 64, 73, 65, 24, 12, 74]",58,0,7
"[16, 64, 73, 65, 24, 12, 74]",92,0,7
"[16, 64, 73, 65, 24, 12, 74]",83,0,7
"[16, 64, 73, 65, 24, 12, 74]",30,0,7
"[14, 7, 2, 9, 50, 18]",77,0,6
"[14, 7, 2, 9, 50, 18]",44,0,6
"[14, 7, 2, 9, 50, 18]",63,0,6
"[14, 7, 2, 9, 50, 18]",3,0,6
"[14, 7, 2, 9, 50, 18]",26,0,6
"[67, 71, 32, 69, 62]",88,0,5
"[67, 71, 32, 69, 62]",13,0,5
"[67, 71, 32, 69, 62]",35,0,5
"[67, 71, 32, 69, 62]",57,0,5
"[67, 71, 32, 69, 62]",51,0,5
"[89, 40]",1,0,2
"[89, 40]",29,0,2
"[89, 40]",78,0,2
"[89, 40]",60,0,2
"[89, 40]",77,0,2
"[52, 72]",55,0,2
"[52, 72]",91,0,2
"[52, 72]",66,0,2
"[52, 72]",88,0,2
"[52, 72]",87,0,2
"[14, 43]",5,0,2
"[14, 43]",88,0,2
"[14, 43]",92,0,2
"[14, 43]",63,0,2
"[14, 43]",44,0,2
"[15, 97, 5]",38,0,3
"[15, 97, 5]",65,0,3
"[15, 97, 5]",76,0,3
"[15, 97, 5]",60,0,3
"[15, 97, 5]",61,0,3
"[1, 19, 15, 20]",94,0,4
"[1, 19, 15, 20]",58,0,4
"[1, 19, 15, 20]",89,0,4
"[1, 19, 15, 20]",76,0,4
"[1, 19, 15, 20]",40,0,4
"[70, 10, 1, 19, 30]",89,0,5
"[70, 10, 1, 19, 30]",83,0,5
"[70, 10, 1, 19, 30]",16,0,5
"[70, 10, 1, 19, 30]",76,0,5
"[70, 10, 1, 19, 30]",71,0,5
"[0, 2]",97,0,2
"[0, 2]",78,0,2
"[0, 2]",4,0,2
"[0, 2]",85,0,2
"[0, 2]",55,0,2
"[27, 21, 74]",95,0,3
"[27, 21, 74]",44,0,3
"[27, 21, 74]",3,0,3
"[27, 21, 74]",33,0,3
"[27, 21, 74]",69,0,3
"[9, 43, 62]",1,0,3
"[9, 43, 62]",88,0,3
"[9, 43, 62]",98,0,3
"[9, 43, 62]",8,0,3
"[9, 43, 62]",86,0,3
"[14, 15, 56, 20]",6,0,4
"[14, 15, 56, 20]",88,0,4
"[14, 15, 56, 20]",70,0,4
"[14, 15, 56, 20]",66,0,4
"[14, 15, 56, 20]",58,0,4
"[2, 27, 99]",56,0,3
"[2, 27, 99]",77,0,3
"[2, 27, 99]",60,0,3
"[2, 27, 99]",24,0,3
"[2, 27, 99]",64,0,3
"[15, 27, 9, 82, 57, 20]",77,0,6
"[15, 27, 9, 82, 57, 20]",55,0,6
"[15, 27, 9, 82, 57, 20]",75,0,6
"[15, 27, 9, 82, 57, 20]",25,0,6
"[15, 27, 9, 82, 57, 20]",98,0,6
"[7, 46]",72,0,2
"[7, 46]",50,0,2
"[7, 46]",84,0,2
"[7, 46]",54,0,2
"[7, 46]",44,0,2
"[33, 74, 73]",16,0,3
"[33, 74, 73]",69,0,3
"[33, 74, 73]",4,0,3
"[33, 74, 73]",91,0,3
"[33, 74, 73]",35,0,3
"[65, 88]",97,0,2
"[65, 88]",84,0,2
"[65, 88]",70,0,2
"[65, 88]",94,0,2
"[65, 88]",35,0,2
"[53, 24, 4, 21]",41,0,4
"[53, 24, 4, 21]",42,0,4
"[53, 24, 4, 21]",74,0,4
"[53, 24, 4, 21]",46,0,4
"[53, 24, 4, 21]",48,0,4
"[45, 69]",12,0,2
"[45, 69]",94,0,2
"[45, 69]",89,0,2
"[45, 69]",74,0,2
"[45, 69]",56,0,2
"[33, 98, 95, 21]",74,0,4
"[33, 98, 95, 21]",76,0,4
"[33, 98, 95, 21]",48,0,4
"[33, 98, 95, 21]",51,0,4
"[33, 98, 95, 21]",83,0,4
"[6, 16]",83,0,2
"[6, 16]",58,0,2
"[6, 16]",61,0,2
"[6, 16]",28,0,2
"[6, 16]",97,0,2
"[46, 36, 83]",50,0,3
"[46, 36, 83]",54,0,3
"[46, 36, 83]",44,0,3
"[46, 36, 83]",84,0,3
"[46, 36, 83]",76,0,3
"[91, 19]",72,0,2
"[91, 19]",81,0,2
"[91, 19]",31,0,2
"[91, 19]",34,0,2
"[91, 19]",78,0,2
"[46, 19, 72]",82,0,3
"[46, 19, 72]",54,0,3
"[46, 19, 72]",44,0,3
"[46, 19, 72]",84,0,3
"[46, 19, 72]",58,0,3
"[11, 59]",29,0,2
"[11, 59]",1,0,2
"[11, 59]",76,0,2
"[11, 59]",84,0,2
"[11, 59]",95,0,2
"[53, 69, 44, 12]",74,0,4
"[53, 69, 44, 12]",55,0,4
"[53, 69, 44, 12]",92,0,4
"[53, 69, 44, 12]",82,0,4
"[53, 69, 44, 12]",72,0,4
"[88, 40]",70,0,2
"[88, 40]",56,0,2
"[88, 40]",29,0,2
"[88, 40]",97,0,2
"[88, 40]",34,0,2
"[7, 49, 16, 15, 20, 3]",74,0,6
"[7, 49, 16, 15, 20, 3]",89,0,6
"[7, 49, 16, 15, 20, 3]",6,0,6
"[7, 49, 16, 15, 20, 3]",61,0,6
"[7, 49, 16, 15, 20, 3]",28,0,6
"[77, 52, 34, 75]",90,0,4
"[77, 52, 34, 75]",39,0,4
"[77, 52, 34, 75]",56,0,4
"[77, 52, 34, 75]",12,0,4
"[77, 52, 34, 75]",35,0,4
"[7, 52, 15, 20, 2]",66,0,5
"[7, 52, 15, 20, 2]",33,0,5
"[7, 52, 15, 20, 2]",81,0,5
"[7, 52, 15, 20, 2]",45,0,5
"[7, 52, 15, 20, 2]",95,0,5
"[86, 7, 2]",26,0,3
"[86, 7, 2]",56,0,3
"[86, 7, 2]",25,0,3
"[86, 7, 2]",61,0,3
"[86, 7, 2]",72,0,3
"[40, 3, 35]",29,0,3
"[40, 3, 35]",50,0,3
"[40, 3, 35]",94,0,3
"[40, 3, 35]",0,0,3
"[40, 3, 35]",37,0,3
"[59, 7, 12, 23]",25,0,4
"[59, 7, 12, 23]",34,0,4
"[59, 7, 12, 23]",0,0,4
"[59, 7, 12, 23]",75,0,4
"[59, 7, 12, 23]",1,0,4
"[15, 20, 73, 67]",92,0,4
"[15, 20, 73, 67]",35,0,4
"[15, 20, 73, 67]",91,0,4
"[15, 20, 73, 67]",96,0,4
"[15, 20, 73, 67]",17,0,4
"[7, 82, 51]",25,0,3
"[7, 82, 51]",26,0,3
"[7, 82, 51]",93,0,3
"[7, 82, 51]",72,0,3
"[7, 82, 51]",92,0,3
"[8, 87, 7, 9]",39,0,4
"[8, 87, 7, 9]",37,0,4
"[8, 87, 7, 9]",61,0,4
"[8, 87, 7, 9]",88,0,4
"[8, 87, 7, 9]",0,0,4
"[12, 40]",29,0,2
"[12, 40]",34,0,2
"[12, 40]",60,0,2
"[12, 40]",88,0,2
"[12, 40]",0,0,2
"[7, 19]",34,0,2
"[7, 19]",13,0,2
"[7, 19]",93,0,2
"[7, 19]",44,0,2
"[7, 19]",80,0,2
"[24, 42, 71, 96, 41, 69]",57,0,6
"[24, 42, 71, 96, 41, 69]",88,0,6
"[24, 42, 71, 96, 41, 69]",53,0,6
"[24, 42, 71, 96, 41, 69]",37,0,6
"[24, 42, 71, 96, 41, 69]",39,0,6
"[23, 76, 69, 9, 83, 36]",92,0,6
"[23, 76, 69, 9, 83, 36]",11,0,6
"[23, 76, 69, 9, 83, 36]",55,0,6
"[23, 76, 69, 9, 83, 36]",66,0,6
"[23, 76, 69, 9, 83, 36]",22,0,6
"[25, 26]",17,0,2
"[25, 26]",82,0,2
"[25, 26]",86,0,2
"[25, 26]",8,0,2
"[25, 26]",22,0,2
"[3, 73, 2, 14, 49, 19, 37, 7]",6,0,8
"[3, 73, 2, 14, 49, 19, 37, 7]",84,0,8
"[3, 73, 2, 14, 49, 19, 37, 7]",44,0,8
"[3, 73, 2, 14, 49, 19, 37, 7]",98,0,8
"[3, 73, 2, 14, 49, 19, 37, 7]",96,0,8
"[99, 15]",24,0,2
"[99, 15]",88,0,2
"[99, 15]",4,0,2
"[99, 15]",77,0,2
"[99, 15]",60,0,2
"[66, 89, 25, 26, 29]",12,0,5
"[66, 89, 25, 26, 29]",8,0,5
"[66, 89, 25, 26, 29]",1,0,5
"[66, 89, 25, 26, 29]",11,0,5
"[66, 89, 25, 26, 29]",51,0,5
"[23, 7, 99, 27, 15, 20]",66,0,6
"[23, 7, 99, 27, 15, 20]",60,0,6
"[23, 7, 99, 27, 15, 20]",75,0,6
"[23, 7, 99, 27, 15, 20]",97,0,6
"[23, 7, 99, 27, 15, 20]",77,0,6
"[3, 88]",94,0,2
"[3, 88]",74,0,2
"[3, 88]",84,0,2
"[3, 88]",56,0,2
"[3, 88]",70,0,2
"[61, 75]",6,0,2
"[61, 75]",95,0,2
"[61, 75]",87,0,2
"[61, 75]",17,0,2
"[61, 75]",84,0,2
"[47, 59, 11, 83, 9, 50, 18]",76,0,7
"[47, 59, 11, 83, 9, 50, 18]",87,0,7
"[47, 59, 11, 83, 9, 50, 18]",98,0,7
