itemSet,target,conversion,setSize
"[88, 65]",81,0,2
"[88, 65]",68,0,2
"[33, 23, 32]",78,0,3
"[33, 23, 32]",29,0,3
"[33, 23, 32]",44,0,3
"[33, 23, 32]",41,0,3
"[33, 23, 32]",45,0,3
"[76, 69, 29, 68]",42,0,4
"[76, 69, 29, 68]",65,0,4
"[76, 69, 29, 68]",71,0,4
"[76, 69, 29, 68]",60,0,4
"[76, 69, 29, 68]",32,0,4
"[21, 15, 20]",58,0,3
"[21, 15, 20]",2,0,3
"[21, 15, 20]",63,0,3
"[21, 15, 20]",7,0,3
"[21, 15, 20]",27,0,3
"[1, 19]",72,0,2
"[1, 19]",47,0,2
"[1, 19]",80,0,2
"[1, 19]",63,0,2
"[1, 19]",8,0,2
"[93, 27]",72,0,2
"[93, 27]",40,0,2
"[93, 27]",0,0,2
"[93, 27]",92,0,2
"[93, 27]",99,0,2
"[43, 46]",52,0,2
"[43, 46]",6,0,2
"[43, 46]",83,0,2
"[43, 46]",36,0,2
"[43, 46]",9,0,2
"[12, 6, 23, 4]",44,0,4
"[12, 6, 23, 4]",76,0,4
"[12, 6, 23, 4]",32,0,4
"[12, 6, 23, 4]",45,0,4
"[12, 6, 23, 4]",53,0,4
"[21, 49, 9, 7, 1]",46,0,5
"[21, 49, 9, 7, 1]",50,0,5
"[21, 49, 9, 7, 1]",19,0,5
"[21, 49, 9, 7, 1]",2,0,5
"[21, 49, 9, 7, 1]",63,0,5
"[70, 7]",94,0,2
"[70, 7]",47,0,2
"[70, 7]",90,0,2
"[70, 7]",2,0,2
"[70, 7]",10,0,2
"[94, 7, 30, 1, 87, 20, 15]",63,0,7
"[94, 7, 30, 1, 87, 20, 15]",2,0,7
"[94, 7, 30, 1, 87, 20, 15]",54,0,7
"[94, 7, 30, 1, 87, 20, 15]",57,0,7
"[94, 7, 30, 1, 87, 20, 15]",27,0,7
"[67, 15]",2,0,2
"[67, 15]",57,0,2
"[67, 15]",28,0,2
"[67, 15]",27,0,2
"[67, 15]",20,0,2
"[26, 25]",5,0,2
"[26, 25]",65,0,2
"[26, 25]",35,0,2
"[26, 25]",89,0,2
"[26, 25]",41,0,2
"[92, 80, 90, 15, 0, 39, 2]",27,0,7
"[92, 80, 90, 15, 0, 39, 2]",88,0,7
"[92, 80, 90, 15, 0, 39, 2]",14,0,7
"[92, 80, 90, 15, 0, 39, 2]",93,0,7
"[92, 80, 90, 15, 0, 39, 2]",37,0,7
"[96, 24, 44, 23, 32]",11,0,5
"[96, 24, 44, 23, 32]",41,0,5
"[96, 24, 44, 23, 32]",29,0,5
"[96, 24, 44, 23, 32]",31,0,5
"[96, 24, 44, 23, 32]",45,0,5
"[54, 7, 36]",51,0,3
"[54, 7, 36]",87,0,3
"[54, 7, 36]",57,0,3
"[54, 7, 36]",83,0,3
"[54, 7, 36]",91,0,3
"[3, 40]",87,0,2
"[3, 40]",5,0,2
"[3, 40]",90,0,2
"[3, 40]",93,0,2
"[3, 40]",73,0,2
"[74, 72, 59, 41]",92,0,4
"[74, 72, 59, 41]",26,0,4
"[74, 72, 59, 41]",79,0,4
"[74, 72, 59, 41]",76,0,4
"[74, 72, 59, 41]",71,0,4
"[27, 73]",20,0,2
"[27, 73]",93,0,2
"[27, 73]",15,0,2
"[27, 73]",3,0,2
"[27, 73]",99,0,2
"[68, 37, 2, 14]",39,0,4
"[68, 37, 2, 14]",65,0,4
"[68, 37, 2, 14]",42,0,4
"[68, 37, 2, 14]",13,0,4
"[68, 37, 2, 14]",0,0,4
"[73, 67, 27]",93,0,3
"[73, 67, 27]",15,0,3
"[73, 67, 27]",28,0,3
"[73, 67, 27]",3,0,3
"[73, 67, 27]",99,0,3
"[89, 92]",17,0,2
"[89, 92]",26,0,2
"[89, 92]",90,0,2
"[89, 92]",33,0,2
"[89, 92]",34,0,2
"[57, 19]",58,0,2
"[57, 19]",87,0,2
"[57, 19]",1,0,2
"[57, 19]",54,0,2
"[57, 19]",8,0,2
"[33, 64, 75]",78,0,3
"[33, 64, 75]",60,0,3
"[33, 64, 75]",81,0,3
"[33, 64, 75]",61,0,3
"[33, 64, 75]",34,0,3
"[15, 20, 35]",57,0,3
"[15, 20, 35]",56,0,3
"[15, 20, 35]",7,0,3
"[15, 20, 35]",25,0,3
"[15, 20, 35]",27,0,3
"[89, 81]",75,0,2
"[89, 81]",25,0,2
"[89, 81]",26,0,2
"[89, 81]",34,0,2
"[89, 81]",65,0,2
"[20, 15]",21,0,2
"[20, 15]",99,0,2
"[20, 15]",2,0,2
"[20, 15]",7,0,2
"[20, 15]",27,0,2
"[15, 52, 55]",38,0,3
"[15, 52, 55]",18,0,3
"[15, 52, 55]",7,0,3
"[15, 52, 55]",77,0,3
"[15, 52, 55]",20,0,3
"[53, 15, 2, 6, 20]",47,0,5
"[53, 15, 2, 6, 20]",35,0,5
"[53, 15, 2, 6, 20]",27,0,5
"[53, 15, 2, 6, 20]",7,0,5
"[53, 15, 2, 6, 20]",12,0,5
"[30, 67, 92, 15]",66,0,4
"[30, 67, 92, 15]",20,0,4
"[30, 67, 92, 15]",57,0,4
"[30, 67, 92, 15]",90,0,4
"[30, 67, 92, 15]",93,0,4
"[5, 48]",50,0,2
"[5, 48]",71,0,2
"[5, 48]",25,0,2
"[5, 48]",86,0,2
"[5, 48]",77,0,2
"[2, 14]",7,0,2
"[2, 14]",80,0,2
"[2, 14]",37,0,2
"[2, 14]",13,0,2
"[2, 14]",0,0,2
"[15, 7]",58,0,2
"[15, 7]",82,0,2
"[15, 7]",2,0,2
"[15, 7]",27,0,2
"[15, 7]",20,0,2
"[9, 43, 46]",6,0,3
"[9, 43, 46]",94,0,3
"[9, 43, 46]",36,0,3
"[9, 43, 46]",50,0,3
"[9, 43, 46]",83,0,3
"[65, 23]",42,0,2
"[65, 23]",31,0,2
"[65, 23]",81,0,2
"[65, 23]",68,0,2
"[65, 23]",45,0,2
"[85, 6]",92,0,2
"[85, 6]",5,0,2
"[85, 6]",91,0,2
"[85, 6]",53,0,2
"[85, 6]",4,0,2
"[1, 85, 36, 50, 18]",8,0,5
"[1, 85, 36, 50, 18]",5,0,5
"[1, 85, 36, 50, 18]",51,0,5
"[1, 85, 36, 50, 18]",83,0,5
"[1, 85, 36, 50, 18]",91,0,5
"[10, 25, 69]",60,0,3
"[10, 25, 69]",41,0,3
"[10, 25, 69]",70,0,3
"[10, 25, 69]",76,0,3
"[10, 25, 69]",26,0,3
"[70, 84]",90,0,2
"[70, 84]",35,0,2
"[70, 84]",47,0,2
"[70, 84]",44,0,2
"[70, 84]",10,0,2
"[30, 72]",50,0,2
"[30, 72]",57,0,2
"[30, 72]",56,0,2
"[30, 72]",93,0,2
"[30, 72]",94,0,2
"[9, 83, 36]",4,0,3
"[9, 83, 36]",94,0,3
"[9, 83, 36]",43,0,3
"[9, 83, 36]",46,0,3
"[9, 83, 36]",91,0,3
"[90, 4]",16,0,2
"[90, 4]",17,0,2
"[90, 4]",92,0,2
"[90, 4]",39,0,2
"[90, 4]",47,0,2
"[67, 62]",93,0,2
"[67, 62]",5,0,2
"[67, 62]",33,0,2
"[67, 62]",56,0,2
"[67, 62]",28,0,2
"[8, 19, 15]",99,0,3
"[8, 19, 15]",27,0,3
"[8, 19, 15]",57,0,3
"[8, 19, 15]",20,0,3
"[8, 19, 15]",1,0,3
"[97, 15, 7]",89,0,3
"[97, 15, 7]",87,0,3
"[97, 15, 7]",27,0,3
"[97, 15, 7]",82,0,3
"[97, 15, 7]",20,0,3
"[14, 15]",2,0,2
"[14, 15]",20,0,2
"[14, 15]",37,0,2
"[14, 15]",0,0,2
"[14, 15]",13,0,2
"[23, 34, 89]",31,0,3
"[23, 34, 89]",61,0,3
"[23, 34, 89]",44,0,3
"[23, 34, 89]",45,0,3
"[23, 34, 89]",32,0,3
"[59, 11, 42]",68,0,3
"[59, 11, 42]",65,0,3
"[59, 11, 42]",47,0,3
"[59, 11, 42]",44,0,3
"[59, 11, 42]",71,0,3
"[53, 7, 43]",9,0,3
"[53, 7, 43]",6,0,3
"[53, 7, 43]",50,0,3
"[53, 7, 43]",46,0,3
"[53, 7, 43]",12,0,3
"[87, 49, 67]",95,0,3
"[87, 49, 67]",77,0,3
"[87, 49, 67]",90,0,3
"[87, 49, 67]",54,0,3
"[87, 49, 67]",57,0,3
"[83, 1]",41,0,2
"[83, 1]",85,0,2
"[83, 1]",72,0,2
"[83, 1]",63,0,2
"[83, 1]",36,0,2
"[65, 68, 34]",33,0,3
"[65, 68, 34]",89,0,3
"[65, 68, 34]",75,0,3
"[65, 68, 34]",42,0,3
"[65, 68, 34]",81,0,3
"[52, 7]",15,0,2
"[52, 7]",77,0,2
"[52, 7]",86,0,2
"[52, 7]",58,0,2
"[52, 7]",82,0,2
"[41, 93]",79,0,2
"[41, 93]",25,0,2
"[41, 93]",44,0,2
"[41, 93]",32,0,2
"[41, 93]",92,0,2
"[20, 19]",2,0,2
"[20, 19]",27,0,2
"[20, 19]",1,0,2
"[20, 19]",8,0,2
"[20, 19]",15,0,2
"[73, 30, 27, 94, 4]",58,0,5
"[73, 30, 27, 94, 4]",6,0,5
"[73, 30, 27, 94, 4]",13,0,5
"[73, 30, 27, 94, 4]",22,0,5
"[73, 30, 27, 94, 4]",99,0,5
"[67, 81, 88, 32]",75,0,4
"[67, 81, 88, 32]",23,0,4
"[67, 81, 88, 32]",60,0,4
"[67, 81, 88, 32]",78,0,4
"[67, 81, 88, 32]",45,0,4
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[21, 63, 0, 2]",38,0,4
"[21, 63, 0, 2]",47,0,4
"[21, 63, 0, 2]",39,0,4
"[21, 63, 0, 2]",14,0,4
"[21, 63, 0, 2]",37,0,4
"[15, 9, 21]",2,0,3
"[15, 9, 21]",63,0,3
"[15, 9, 21]",7,0,3
"[15, 9, 21]",27,0,3
"[15, 9, 21]",20,0,3
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[5, 7, 2]",15,0,3
"[5, 7, 2]",77,0,3
"[5, 7, 2]",0,0,3
"[5, 7, 2]",58,0,3
"[5, 7, 2]",50,0,3
"[95, 0, 20, 65]",33,0,4
"[95, 0, 20, 65]",14,0,4
"[95, 0, 20, 65]",42,0,4
"[95, 0, 20, 65]",37,0,4
"[95, 0, 20, 65]",68,0,4
"[61, 34]",89,0,2
"[61, 34]",92,0,2
"[61, 34]",66,0,2
"[61, 34]",78,0,2
"[61, 34]",64,0,2
"[14, 0, 2]",93,0,3
"[14, 0, 2]",39,0,3
"[14, 0, 2]",80,0,3
"[14, 0, 2]",13,0,3
"[14, 0, 2]",37,0,3
"[14, 67]",2,0,2
"[14, 67]",37,0,2
"[14, 67]",0,0,2
"[14, 67]",28,0,2
"[14, 67]",13,0,2
"[69, 55, 51]",77,0,3
"[69, 55, 51]",61,0,3
"[69, 55, 51]",18,0,3
"[69, 55, 51]",47,0,3
"[69, 55, 51]",76,0,3
"[9, 59, 90, 67]",92,0,4
"[9, 59, 90, 67]",28,0,4
"[9, 59, 90, 67]",47,0,4
"[9, 59, 90, 67]",57,0,4
"[9, 59, 90, 67]",11,0,4
"[30, 22]",58,0,2
"[30, 22]",35,0,2
"[30, 22]",13,0,2
"[30, 22]",94,0,2
"[30, 22]",38,0,2
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[7, 20, 87]",2,0,3
"[7, 20, 87]",27,0,3
"[7, 20, 87]",57,0,3
"[7, 20, 87]",15,0,3
"[7, 20, 87]",54,0,3
"[0, 2, 37, 13, 39, 14]",47,0,6
"[0, 2, 37, 13, 39, 14]",28,0,6
"[0, 2, 37, 13, 39, 14]",88,0,6
"[0, 2, 37, 13, 39, 14]",90,0,6
"[0, 2, 37, 13, 39, 14]",80,0,6
"[53, 90, 48, 9, 51, 52]",63,0,6
"[53, 90, 48, 9, 51, 52]",88,0,6
"[53, 90, 48, 9, 51, 52]",12,0,6
"[53, 90, 48, 9, 51, 52]",17,0,6
"[53, 90, 48, 9, 51, 52]",47,0,6
"[33, 31, 81, 61, 64, 9, 34, 78]",45,0,8
"[33, 31, 81, 61, 64, 9, 34, 78]",75,0,8
"[33, 31, 81, 61, 64, 9, 34, 78]",69,0,8
"[33, 31, 81, 61, 64, 9, 34, 78]",23,0,8
"[33, 31, 81, 61, 64, 9, 34, 78]",60,0,8
"[7, 73, 6]",93,0,3
"[7, 73, 6]",86,0,3
"[7, 73, 6]",82,0,3
"[7, 73, 6]",4,0,3
"[7, 73, 6]",3,0,3
"[7, 52]",15,0,2
"[7, 52]",77,0,2
"[7, 52]",86,0,2
"[7, 52]",58,0,2
"[7, 52]",82,0,2
"[7, 50]",2,0,2
"[7, 50]",9,0,2
"[7, 50]",43,0,2
"[7, 50]",5,0,2
"[7, 50]",18,0,2
"[19, 48]",17,0,2
"[19, 48]",86,0,2
"[19, 48]",1,0,2
"[19, 48]",71,0,2
"[19, 48]",8,0,2
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[9, 16]",88,0,2
"[9, 16]",50,0,2
"[9, 16]",57,0,2
"[9, 16]",29,0,2
"[9, 16]",46,0,2
"[73, 40]",74,0,2
"[73, 40]",28,0,2
"[73, 40]",90,0,2
"[73, 40]",93,0,2
"[73, 40]",3,0,2
"[47, 48, 68, 65]",25,0,4
"[47, 48, 68, 65]",81,0,4
"[47, 48, 68, 65]",75,0,4
"[47, 48, 68, 65]",42,0,4
"[47, 48, 68, 65]",71,0,4
"[16, 10]",4,0,2
"[16, 10]",57,0,2
"[16, 10]",29,0,2
"[16, 10]",88,0,2
"[16, 10]",70,0,2
"[54, 7, 58]",91,0,3
"[54, 7, 58]",94,0,3
"[54, 7, 58]",95,0,3
"[54, 7, 58]",57,0,3
"[54, 7, 58]",87,0,3
"[20, 15]",21,0,2
"[20, 15]",99,0,2
"[20, 15]",2,0,2
"[20, 15]",7,0,2
"[20, 15]",27,0,2
"[72, 10]",1,0,2
"[72, 10]",71,0,2
"[72, 10]",56,0,2
"[72, 10]",70,0,2
"[72, 10]",93,0,2
"[52, 85, 62]",92,0,3
"[52, 85, 62]",83,0,3
"[52, 85, 62]",22,0,3
"[52, 85, 62]",16,0,3
"[52, 85, 62]",68,0,3
"[23, 69, 79]",41,0,3
"[23, 69, 79]",31,0,3
"[23, 69, 79]",32,0,3
"[23, 69, 79]",45,0,3
"[23, 69, 79]",76,0,3
"[57, 17, 16]",59,0,3
"[57, 17, 16]",51,0,3
"[57, 17, 16]",87,0,3
"[57, 17, 16]",90,0,3
"[57, 17, 16]",88,0,3
"[39, 2]",88,0,2
"[39, 2]",47,0,2
"[39, 2]",37,0,2
"[39, 2]",90,0,2
"[39, 2]",0,0,2
"[70, 83, 38, 39, 2, 10]",9,0,6
"[70, 83, 38, 39, 2, 10]",0,0,6
"[70, 83, 38, 39, 2, 10]",37,0,6
"[70, 83, 38, 39, 2, 10]",36,0,6
"[70, 83, 38, 39, 2, 10]",22,0,6
"[20, 39]",27,0,2
"[20, 39]",0,0,2
"[20, 39]",90,0,2
"[20, 39]",37,0,2
"[20, 39]",15,0,2
"[93, 16, 13, 2, 50, 9, 43]",5,0,7
"[93, 16, 13, 2, 50, 9, 43]",72,0,7
"[93, 16, 13, 2, 50, 9, 43]",0,0,7
"[93, 16, 13, 2, 50, 9, 43]",14,0,7
"[93, 16, 13, 2, 50, 9, 43]",18,0,7
"[82, 51]",57,0,2
"[82, 51]",64,0,2
"[82, 51]",74,0,2
"[82, 51]",47,0,2
"[82, 51]",86,0,2
"[65, 44]",41,0,2
"[65, 44]",33,0,2
"[65, 44]",68,0,2
"[65, 44]",98,0,2
"[65, 44]",42,0,2
"[81, 69]",23,0,2
"[81, 69]",65,0,2
"[81, 69]",60,0,2
"[81, 69]",78,0,2
"[81, 69]",76,0,2
"[37, 0]",77,0,2
"[37, 0]",94,0,2
"[37, 0]",88,0,2
"[37, 0]",39,0,2
"[37, 0]",14,0,2
"[67, 21, 0, 2, 27, 15]",93,0,6
"[67, 21, 0, 2, 27, 15]",37,0,6
"[67, 21, 0, 2, 27, 15]",20,0,6
"[67, 21, 0, 2, 27, 15]",14,0,6
"[67, 21, 0, 2, 27, 15]",99,0,6
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[73, 93]",92,0,2
"[73, 93]",0,0,2
"[73, 93]",72,0,2
"[73, 93]",40,0,2
"[73, 93]",3,0,2
"[87, 46, 43]",36,0,3
"[87, 46, 43]",95,0,3
"[87, 46, 43]",54,0,3
"[87, 46, 43]",9,0,3
"[87, 46, 43]",57,0,3
"[52, 46, 43]",7,0,3
"[52, 46, 43]",83,0,3
"[52, 46, 43]",16,0,3
"[52, 46, 43]",36,0,3
"[52, 46, 43]",9,0,3
"[89, 17]",34,0,2
"[89, 17]",59,0,2
"[89, 17]",98,0,2
"[89, 17]",76,0,2
"[89, 17]",97,0,2
"[20, 15]",21,0,2
"[20, 15]",99,0,2
"[20, 15]",2,0,2
"[20, 15]",7,0,2
"[20, 15]",27,0,2
"[89, 69, 34, 61]",60,0,4
"[89, 69, 34, 61]",44,0,4
"[89, 69, 34, 61]",98,0,4
"[89, 69, 34, 61]",76,0,4
"[89, 69, 34, 61]",64,0,4
"[16, 43, 15, 20, 9, 46]",50,0,6
"[16, 43, 15, 20, 9, 46]",88,0,6
"[16, 43, 15, 20, 9, 46]",57,0,6
"[16, 43, 15, 20, 9, 46]",7,0,6
"[16, 43, 15, 20, 9, 46]",27,0,6
"[97, 25, 24]",5,0,3
"[97, 25, 24]",84,0,3
"[97, 25, 24]",89,0,3
"[97, 25, 24]",35,0,3
"[97, 25, 24]",26,0,3
"[72, 23, 24]",29,0,3
"[72, 23, 24]",76,0,3
"[72, 23, 24]",31,0,3
"[72, 23, 24]",56,0,3
"[72, 23, 24]",45,0,3
"[0, 37]",77,0,2
"[0, 37]",94,0,2
"[0, 37]",88,0,2
"[0, 37]",39,0,2
"[0, 37]",14,0,2
"[71, 26]",48,0,2
"[71, 26]",42,0,2
"[71, 26]",41,0,2
"[71, 26]",29,0,2
"[71, 26]",25,0,2
"[49, 43]",7,0,2
"[49, 43]",54,0,2
"[49, 43]",9,0,2
"[49, 43]",50,0,2
"[49, 43]",46,0,2
"[53, 98, 89, 12, 25, 26, 61, 42, 65, 69]",71,0,10
"[53, 98, 89, 12, 25, 26, 61, 42, 65, 69]",41,0,10
"[53, 98, 89, 12, 25, 26, 61, 42, 65, 69]",64,0,10
"[53, 98, 89, 12, 25, 26, 61, 42, 65, 69]",76,0,10
"[53, 98, 89, 12, 25, 26, 61, 42, 65, 69]",44,0,10
"[64, 69]",56,0,2
"[64, 69]",23,0,2
"[64, 69]",60,0,2
"[64, 69]",76,0,2
"[64, 69]",61,0,2
"[27, 15]",2,0,2
"[27, 15]",80,0,2
"[27, 15]",7,0,2
"[27, 15]",20,0,2
"[27, 15]",99,0,2
"[56, 72]",30,0,2
"[56, 72]",35,0,2
"[56, 72]",64,0,2
"[56, 72]",93,0,2
"[56, 72]",1,0,2
"[28, 17]",1,0,2
"[28, 17]",76,0,2
"[28, 17]",39,0,2
"[28, 17]",51,0,2
"[28, 17]",90,0,2
"[6, 4, 11, 43, 59]",24,0,5
"[6, 4, 11, 43, 59]",35,0,5
"[6, 4, 11, 43, 59]",71,0,5
"[6, 4, 11, 43, 59]",46,0,5
"[6, 4, 11, 43, 59]",47,0,5
"[52, 7]",15,0,2
"[52, 7]",77,0,2
"[52, 7]",86,0,2
"[52, 7]",58,0,2
"[52, 7]",82,0,2
"[15, 27]",2,0,2
"[15, 27]",80,0,2
"[15, 27]",7,0,2
"[15, 27]",20,0,2
"[15, 27]",99,0,2
"[64, 69]",56,0,2
"[64, 69]",23,0,2
"[64, 69]",60,0,2
"[64, 69]",76,0,2
"[64, 69]",61,0,2
"[7, 52]",15,0,2
"[7, 52]",77,0,2
"[7, 52]",86,0,2
"[7, 52]",58,0,2
"[7, 52]",82,0,2
"[7, 49, 62]",52,0,3
"[7, 49, 62]",82,0,3
"[7, 49, 62]",15,0,3
"[7, 49, 62]",54,0,3
"[7, 49, 62]",2,0,3
"[49, 7, 9, 10]",46,0,4
"[49, 7, 9, 10]",15,0,4
"[49, 7, 9, 10]",83,0,4
"[49, 7, 9, 10]",2,0,4
"[49, 7, 9, 10]",70,0,4
"[16, 20, 15, 85]",7,0,4
"[16, 20, 15, 85]",57,0,4
"[16, 20, 15, 85]",90,0,4
"[16, 20, 15, 85]",88,0,4
"[16, 20, 15, 85]",27,0,4
"[23, 68, 65, 41, 40, 25, 24]",42,0,7
"[23, 68, 65, 41, 40, 25, 24]",81,0,7
"[23, 68, 65, 41, 40, 25, 24]",76,0,7
"[23, 68, 65, 41, 40, 25, 24]",45,0,7
"[23, 68, 65, 41, 40, 25, 24]",26,0,7
"[48, 7, 2, 9, 67, 12]",15,0,6
"[48, 7, 2, 9, 67, 12]",50,0,6
"[48, 7, 2, 9, 67, 12]",86,0,6
"[48, 7, 2, 9, 67, 12]",57,0,6
"[48, 7, 2, 9, 67, 12]",53,0,6
"[46, 62, 43]",36,0,3
"[46, 62, 43]",56,0,3
"[46, 62, 43]",6,0,3
"[46, 62, 43]",83,0,3
"[46, 62, 43]",9,0,3
"[85, 7, 46, 9, 43, 59]",57,0,6
"[85, 7, 46, 9, 43, 59]",50,0,6
"[85, 7, 46, 9, 43, 59]",16,0,6
"[85, 7, 46, 9, 43, 59]",11,0,6
"[85, 7, 46, 9, 43, 59]",83,0,6
"[22, 20]",27,0,2
"[22, 20]",5,0,2
"[22, 20]",94,0,2
"[22, 20]",15,0,2
"[22, 20]",38,0,2
"[7, 19]",82,0,2
"[7, 19]",15,0,2
"[7, 19]",2,0,2
"[7, 19]",1,0,2
"[7, 19]",8,0,2
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[91, 9, 50]",54,0,3
"[91, 9, 50]",55,0,3
"[91, 9, 50]",43,0,3
"[91, 9, 50]",36,0,3
"[91, 9, 50]",18,0,3
"[25, 24, 68]",60,0,3
"[25, 24, 68]",76,0,3
"[25, 24, 68]",35,0,3
"[25, 24, 68]",26,0,3
"[25, 24, 68]",65,0,3
"[77, 20]",97,0,2
"[77, 20]",51,0,2
"[77, 20]",54,0,2
"[77, 20]",5,0,2
"[77, 20]",15,0,2
"[92, 68, 61, 78]",69,0,4
"[92, 68, 61, 78]",45,0,4
"[92, 68, 61, 78]",65,0,4
"[92, 68, 61, 78]",66,0,4
"[92, 68, 61, 78]",60,0,4
"[92, 11, 10]",90,0,3
"[92, 11, 10]",32,0,3
"[92, 11, 10]",70,0,3
"[92, 11, 10]",59,0,3
"[92, 11, 10]",93,0,3
"[24, 67, 71, 42, 69]",44,0,5
"[24, 67, 71, 42, 69]",60,0,5
"[24, 67, 71, 42, 69]",29,0,5
"[24, 67, 71, 42, 69]",61,0,5
"[24, 67, 71, 42, 69]",76,0,5
"[7, 49]",86,0,2
"[7, 49]",54,0,2
"[7, 49]",82,0,2
"[7, 49]",15,0,2
"[7, 49]",2,0,2
"[65, 61, 76, 69, 78]",64,0,5
"[65, 61, 76, 69, 78]",68,0,5
"[65, 61, 76, 69, 78]",23,0,5
"[65, 61, 76, 69, 78]",81,0,5
"[65, 61, 76, 69, 78]",60,0,5
"[82, 86, 58, 7]",33,0,4
"[82, 86, 58, 7]",48,0,4
"[82, 86, 58, 7]",52,0,4
"[82, 86, 58, 7]",57,0,4
"[82, 86, 58, 7]",83,0,4
"[53, 44, 32, 92, 69, 41]",33,0,6
"[53, 44, 32, 92, 69, 41]",79,0,6
"[53, 44, 32, 92, 69, 41]",23,0,6
"[53, 44, 32, 92, 69, 41]",60,0,6
"[53, 44, 32, 92, 69, 41]",12,0,6
"[74, 3]",51,0,2
"[74, 3]",71,0,2
"[74, 3]",28,0,2
"[74, 3]",73,0,2
"[74, 3]",40,0,2
"[13, 74]",51,0,2
"[13, 74]",28,0,2
"[13, 74]",47,0,2
"[13, 74]",41,0,2
"[13, 74]",14,0,2
"[85, 7, 99, 27, 15, 20]",86,0,6
"[85, 7, 99, 27, 15, 20]",12,0,6
"[85, 7, 99, 27, 15, 20]",8,0,6
"[85, 7, 99, 27, 15, 20]",1,0,6
"[85, 7, 99, 27, 15, 20]",2,0,6
"[20, 15, 27, 16, 12, 62]",94,0,6
"[20, 15, 27, 16, 12, 62]",56,0,6
"[20, 15, 27, 16, 12, 62]",7,0,6
"[20, 15, 27, 16, 12, 62]",53,0,6
"[20, 15, 27, 16, 12, 62]",99,0,6
"[23, 69]",32,0,2
"[23, 69]",31,0,2
"[23, 69]",61,0,2
"[23, 69]",45,0,2
"[23, 69]",76,0,2
"[7, 43, 46, 36, 83]",82,0,5
"[7, 43, 46, 36, 83]",57,0,5
"[7, 43, 46, 36, 83]",94,0,5
"[7, 43, 46, 36, 83]",91,0,5
"[7, 43, 46, 36, 83]",9,0,5
"[27, 7, 15]",86,0,3
"[27, 7, 15]",82,0,3
"[27, 7, 15]",2,0,3
"[27, 7, 15]",20,0,3
"[27, 7, 15]",99,0,3
"[36, 91, 4]",90,0,3
"[36, 91, 4]",54,0,3
"[36, 91, 4]",18,0,3
"[36, 91, 4]",6,0,3
"[36, 91, 4]",83,0,3
"[51, 7, 18]",36,0,3
"[51, 7, 18]",47,0,3
"[51, 7, 18]",57,0,3
"[51, 7, 18]",74,0,3
"[51, 7, 18]",50,0,3
"[24, 9]",81,0,2
"[24, 9]",94,0,2
"[24, 9]",43,0,2
"[24, 9]",29,0,2
"[24, 9]",60,0,2
"[49, 74, 67, 88]",57,0,4
"[49, 74, 67, 88]",47,0,4
"[49, 74, 67, 88]",51,0,4
"[49, 74, 67, 88]",90,0,4
"[49, 74, 67, 88]",28,0,4
"[7, 15, 55]",18,0,3
"[7, 15, 55]",77,0,3
"[7, 15, 55]",2,0,3
"[7, 15, 55]",27,0,3
"[7, 15, 55]",20,0,3
"[7, 58]",57,0,2
"[7, 58]",94,0,2
"[7, 58]",88,0,2
"[7, 58]",54,0,2
"[7, 58]",86,0,2
"[65, 98, 42]",89,0,3
"[65, 98, 42]",95,0,3
"[65, 98, 42]",71,0,3
"[65, 98, 42]",44,0,3
"[65, 98, 42]",68,0,3
"[83, 36, 4, 71, 23, 35, 29, 64, 56]",60,0,9
"[83, 36, 4, 71, 23, 35, 29, 64, 56]",97,0,9
"[83, 36, 4, 71, 23, 35, 29, 64, 56]",72,0,9
"[83, 36, 4, 71, 23, 35, 29, 64, 56]",45,0,9
"[83, 36, 4, 71, 23, 35, 29, 64, 56]",61,0,9
"[73, 46, 17, 62]",28,0,4
"[73, 46, 17, 62]",6,0,4
"[73, 46, 17, 62]",12,0,4
"[73, 46, 17, 62]",43,0,4
"[73, 46, 17, 62]",3,0,4
"[38, 4]",47,0,2
"[38, 4]",17,0,2
"[38, 4]",39,0,2
"[38, 4]",6,0,2
"[38, 4]",22,0,2
"[95, 32, 29, 93]",60,0,4
"[95, 32, 29, 93]",23,0,4
"[95, 32, 29, 93]",54,0,4
"[95, 32, 29, 93]",92,0,4
"[95, 32, 29, 93]",71,0,4
"[7, 20]",82,0,2
"[7, 20]",86,0,2
"[7, 20]",27,0,2
"[7, 20]",2,0,2
"[7, 20]",15,0,2
"[35, 6]",5,0,2
"[35, 6]",57,0,2
"[35, 6]",53,0,2
