itemSet,setSize,target,conversion
51-12,2,74,0
12,1,51,1
31,1,5,0
31,1,33,0
31,1,77,0
31,1,27,0
31,1,18,0
96-61-33,3,44,0
96-61-33,3,49,0
96-61-33,3,91,0
96-61-33,3,3,0
96-61-33,3,17,0
33-61,2,96,1
25-20-19,3,92,0
25-20-19,3,58,0
25-20-19,3,83,0
25-20-19,3,27,0
25-20-19,3,26,0
25-19,2,20,1
12,1,8,0
12,1,81,0
12,1,74,0
12,1,26,0
12,1,64,0
31-85-25,3,80,0
31-85-25,3,76,0
31-85-25,3,28,0
31-85-25,3,36,0
31-85-25,3,72,0
85-31,2,25,1
24-93-78-22,4,23,0
24-93-78-22,4,95,0
24-93-78-22,4,39,0
24-93-78-22,4,85,0
24-93-78-22,4,32,0
93-78-22,3,24,1
3-22,2,33,0
3-22,2,55,0
3-22,2,82,0
3-22,2,71,0
3-22,2,85,0
22,1,3,1
22,1,49,0
22,1,34,0
22,1,70,0
22,1,97,0
22,1,17,0
72-71-47-79,4,19,0
72-71-47-79,4,82,0
72-71-47-79,4,29,0
72-71-47-79,4,34,0
72-71-47-79,4,75,0
72-71-47,3,79,1
35-81-70,3,59,0
35-81-70,3,28,0
35-81-70,3,65,0
35-81-70,3,77,0
35-81-70,3,84,0
35-70,2,81,1
79,1,65,0
79,1,68,0
79,1,28,0
79,1,71,0
79,1,31,0
31-37-79,3,72,0
31-37-79,3,77,0
31-37-79,3,87,0
31-37-79,3,18,0
31-37-79,3,28,0
31-79,2,37,1
35-28-91,3,81,0
35-28-91,3,42,0
35-28-91,3,96,0
35-28-91,3,59,0
35-28-91,3,25,0
35-91,2,28,1
22-23,2,17,0
22-23,2,26,0
22-23,2,8,0
22-23,2,6,0
22-23,2,64,0
23,1,22,1
84,1,98,0
84,1,69,0
84,1,39,0
84,1,59,0
84,1,75,0
56-22,2,71,0
56-22,2,36,0
56-22,2,83,0
56-22,2,96,0
56-22,2,32,0
22,1,56,1
18-20-19-25-15,5,26,0
18-20-19-25-15,5,64,0
18-20-19-25-15,5,67,0
18-20-19-25-15,5,52,0
18-20-19-25-15,5,16,0
25-18-19-15,4,20,1
12,1,17,0
12,1,49,0
12,1,8,0
12,1,5,0
12,1,64,0
39-30-2,3,75,0
39-30-2,3,14,0
39-30-2,3,6,0
39-30-2,3,73,0
39-30-2,3,92,0
2-39,2,30,1
14,1,55,0
14,1,34,0
14,1,15,0
14,1,51,0
14,1,26,0
12,1,58,0
12,1,82,0
12,1,41,0
12,1,60,0
12,1,49,0
11,1,50,0
11,1,46,0
11,1,85,0
11,1,57,0
11,1,42,0
45-10-81,3,51,0
45-10-81,3,55,0
45-10-81,3,28,0
45-10-81,3,48,0
45-10-81,3,93,0
81-10,2,45,1
35-40,2,56,0
35-40,2,34,0
35-40,2,27,0
35-40,2,73,0
35-40,2,97,0
35,1,40,1
48-77-12,3,97,0
48-77-12,3,37,0
48-77-12,3,6,0
48-77-12,3,69,0
48-77-12,3,66,0
48-77,2,12,1
100,1,44,0
100,1,96,0
100,1,94,0
100,1,97,0
100,1,25,0
12,1,57,0
12,1,67,0
12,1,35,0
12,1,34,0
12,1,22,0
12,1,11,0
12,1,73,0
12,1,51,0
12,1,92,0
12,1,30,0
69-68-89-9-45-22,6,13,0
69-68-89-9-45-22,6,55,0
69-68-89-9-45-22,6,43,0
69-68-89-9-45-22,6,6,0
69-68-89-9-45-22,6,87,0
68-69-9-45-22,5,89,1
72,1,68,0
72,1,29,0
72,1,25,0
72,1,82,0
72,1,99,0
11-25,2,78,0
11-25,2,59,0
11-25,2,46,0
11-25,2,90,0
11-25,2,98,0
25,1,11,1
38,1,42,0
38,1,26,0
38,1,57,0
38,1,39,0
38,1,68,0
77,1,80,0
77,1,79,0
77,1,30,0
77,1,42,0
77,1,57,0
30-97-60-93-38-14-6-91-7-2-23,11,80,0
30-97-60-93-38-14-6-91-7-2-23,11,8,0
30-97-60-93-38-14-6-91-7-2-23,11,13,0
30-97-60-93-38-14-6-91-7-2-23,11,71,0
30-97-60-93-38-14-6-91-7-2-23,11,90,0
97-2-6-7-14-23-91-60-93-30,10,38,1
62-27,2,75,0
62-27,2,53,0
62-27,2,6,0
62-27,2,76,0
62-27,2,95,0
62,1,27,1
12,1,63,0
12,1,17,0
12,1,28,0
12,1,81,0
12,1,78,0
61-22,2,92,0
61-22,2,39,0
61-22,2,100,0
61-22,2,46,0
61-22,2,23,0
61,1,22,1
77,1,55,0
77,1,75,0
77,1,52,0
77,1,40,0
77,1,84,0
57,1,63,0
57,1,35,0
57,1,28,0
57,1,94,0
57,1,50,0
99-73,2,6,0
99-73,2,70,0
99-73,2,62,0
99-73,2,20,0
99-73,2,56,0
73,1,99,1
27-22,2,74,0
27-22,2,55,0
27-22,2,29,0
27-22,2,7,0
27-22,2,77,0
22,1,27,1
100-1,2,85,0
100-1,2,58,0
100-1,2,81,0
100-1,2,2,0
100-1,2,27,0
1,1,100,1
71,1,46,0
71,1,34,0
71,1,91,0
71,1,21,0
71,1,61,0
56,1,96,0
56,1,46,0
56,1,44,0
56,1,2,0
56,1,12,0
39-92-12-1,4,54,0
39-92-12-1,4,55,0
39-92-12-1,4,47,0
39-92-12-1,4,28,0
39-92-12-1,4,21,0
1-12-39,3,92,1
14-19-78,3,67,0
14-19-78,3,31,0
14-19-78,3,43,0
14-19-78,3,17,0
14-19-78,3,5,0
19-14,2,78,1
16-10-81-80,4,68,0
16-10-81-80,4,57,0
16-10-81-80,4,5,0
16-10-81-80,4,66,0
16-10-81-80,4,85,0
80-81-10,3,16,1
12,1,11,0
12,1,33,0
12,1,3,0
12,1,28,0
12,1,43,0
99-24-30-81-9-57-23-1,8,49,0
99-24-30-81-9-57-23-1,8,51,0
99-24-30-81-9-57-23-1,8,44,0
99-24-30-81-9-57-23-1,8,59,0
99-24-30-81-9-57-23-1,8,56,0
1-9-81-23-24-57-30,7,99,1
27-53-90,3,39,0
27-53-90,3,83,0
27-53-90,3,9,0
27-53-90,3,40,0
27-53-90,3,35,0
90-27,2,53,1
2-4-57-12,4,40,0
2-4-57-12,4,1,0
2-4-57-12,4,71,0
2-4-57-12,4,81,0
2-4-57-12,4,11,0
2-4-12,3,57,1
12,1,35,0
12,1,40,0
12,1,81,0
12,1,95,0
12,1,41,0
36-57-12,3,56,0
36-57-12,3,86,0
36-57-12,3,17,0
36-57-12,3,15,0
36-57-12,3,14,0
57-36,2,12,1
11-85,2,42,0
11-85,2,76,0
11-85,2,28,0
11-85,2,47,0
11-85,2,61,0
11,1,85,1
12,1,76,0
12,1,59,0
12,1,9,0
12,1,3,0
12,1,23,0
26,1,17,0
26,1,55,0
26,1,60,0
26,1,52,0
26,1,59,0
8-35-45-27-2,5,67,0
8-35-45-27-2,5,50,0
8-35-45-27-2,5,59,0
8-35-45-27-2,5,70,0
8-35-45-27-2,5,95,0
27-2-35-45,4,8,1
49-8-9-62,4,83,0
49-8-9-62,4,72,0
49-8-9-62,4,36,0
49-8-9-62,4,5,0
49-8-9-62,4,51,0
8-49-9,3,62,1
75-70-39-96-67-73-64,7,84,0
75-70-39-96-67-73-64,7,76,0
75-70-39-96-67-73-64,7,74,0
75-70-39-96-67-73-64,7,17,0
75-70-39-96-67-73-64,7,7,0
96-64-70-39-73-75,6,67,1
51-76,2,70,0
51-76,2,20,0
51-76,2,94,0
51-76,2,15,0
51-76,2,48,0
51,1,76,1
48-82,2,51,0
48-82,2,73,0
48-82,2,11,0
48-82,2,31,0
48-82,2,56,0
82,1,48,1
31,1,44,0
31,1,100,0
31,1,78,0
31,1,54,0
31,1,52,0
50-12,2,78,0
50-12,2,7,0
50-12,2,35,0
50-12,2,16,0
50-12,2,95,0
12,1,50,1
16-8-9,3,45,0
16-8-9,3,69,0
16-8-9,3,4,0
16-8-9,3,23,0
16-8-9,3,78,0
16-8,2,9,1
40-56-5,3,63,0
40-56-5,3,73,0
40-56-5,3,85,0
40-56-5,3,93,0
40-56-5,3,58,0
40-5,2,56,1
66-100,2,85,0
66-100,2,80,0
66-100,2,36,0
66-100,2,79,0
66-100,2,46,0
100,1,66,1
80-96-81-24-93-46-16-57-2,9,65,0
80-96-81-24-93-46-16-57-2,9,45,0
80-96-81-24-93-46-16-57-2,9,22,0
80-96-81-24-93-46-16-57-2,9,88,0
80-96-81-24-93-46-16-57-2,9,50,0
96-2-46-80-16-24-57-93,8,81,1
39-12-1,3,38,0
39-12-1,3,18,0
39-12-1,3,100,0
39-12-1,3,66,0
39-12-1,3,8,0
12-39,2,1,1
98-2,2,14,0
98-2,2,71,0
98-2,2,80,0
98-2,2,13,0
98-2,2,11,0
2,1,98,1
25-11,2,76,0
25-11,2,53,0
25-11,2,26,0
25-11,2,86,0
25-11,2,5,0
11,1,25,1
31-20-22,3,45,0
31-20-22,3,21,0
31-20-22,3,49,0
31-20-22,3,5,0
31-20-22,3,30,0
20-22,2,31,1
99-22,2,54,0
99-22,2,84,0
99-22,2,95,0
99-22,2,51,0
99-22,2,2,0
99,1,22,1
12,1,84,0
12,1,30,0
12,1,96,0
12,1,95,0
12,1,100,0
61-73-93-24-74-37-59-72-98,9,11,0
61-73-93-24-74-37-59-72-98,9,26,0
61-73-93-24-74-37-59-72-98,9,23,0
61-73-93-24-74-37-59-72-98,9,4,0
61-73-93-24-74-37-59-72-98,9,75,0
98-37-72-73-74-61-24-59,8,93,1
31,1,14,0
31,1,17,0
31,1,76,0
31,1,42,0
31,1,25,0
9,1,66,0
9,1,52,0
9,1,100,0
9,1,26,0
9,1,94,0
47,1,60,0
47,1,5,0
47,1,28,0
47,1,56,0
47,1,12,0
57,1,85,0
57,1,40,0
57,1,7,0
57,1,74,0
57,1,99,0
46-31-40-89-8-45-16-47-23,9,5,0
46-31-40-89-8-45-16-47-23,9,41,0
46-31-40-89-8-45-16-47-23,9,32,0
46-31-40-89-8-45-16-47-23,9,100,0
46-31-40-89-8-45-16-47-23,9,34,0
40-8-45-46-47-16-23-89,8,31,1
85-15-30-20-25-19-18,7,68,0
85-15-30-20-25-19-18,7,80,0
85-15-30-20-25-19-18,7,28,0
85-15-30-20-25-19-18,7,75,0
85-15-30-20-25-19-18,7,17,0
15-18-19-20-85-30,6,25,1
37-99,2,5,0
37-99,2,71,0
37-99,2,89,0
37-99,2,4,0
37-99,2,85,0
37,1,99,1
3,1,39,0
3,1,61,0
3,1,92,0
3,1,89,0
3,1,58,0
57,1,33,0
57,1,50,0
57,1,21,0
57,1,64,0
57,1,73,0
58,1,13,0
58,1,66,0
58,1,21,0
58,1,59,0
58,1,49,0
12,1,55,0
12,1,17,0
12,1,46,0
12,1,20,0
12,1,22,0
49-44,2,96,0
49-44,2,35,0
49-44,2,22,0
49-44,2,81,0
49-44,2,2,0
49,1,44,1
31-82-40-16-81-83-68-64,8,28,0
31-82-40-16-81-83-68-64,8,49,0
31-82-40-16-81-83-68-64,8,48,0
31-82-40-16-81-83-68-64,8,69,0
31-82-40-16-81-83-68-64,8,71,0
68-40-16-81-82-83-31,7,64,1
99-24-37,3,54,0
99-24-37,3,5,0
99-24-37,3,100,0
99-24-37,3,42,0
99-24-37,3,86,0
24-37,2,99,1
49-95-18-25-20-19-12-1,8,32,0
49-95-18-25-20-19-12-1,8,3,0
49-95-18-25-20-19-12-1,8,78,0
49-95-18-25-20-19-12-1,8,77,0
49-95-18-25-20-19-12-1,8,15,0
1-12-49-18-19-20-95,7,25,1
98,1,40,0
98,1,42,0
98,1,45,0
98,1,99,0
98,1,97,0
72-73-23,3,65,0
72-73-23,3,88,0
72-73-23,3,91,0
72-73-23,3,79,0
72-73-23,3,45,0
73-23,2,72,1
31-15-73-99-52-88-11-2-63-29-3-79,12,58,0
31-15-73-99-52-88-11-2-63-29-3-79,12,56,0
31-15-73-99-52-88-11-2-63-29-3-79,12,61,0
31-15-73-99-52-88-11-2-63-29-3-79,12,33,0
31-15-73-99-52-88-11-2-63-29-3-79,12,13,0
2-99-3-73-11-15-79-29-52-88-31,11,63,1
2,1,37,0
2,1,78,0
2,1,74,0
2,1,43,0
2,1,59,0
36-71,2,52,0
36-71,2,11,0
36-71,2,90,0
36-71,2,1,0
36-71,2,41,0
36,1,71,1
12-4,2,70,0
12-4,2,92,0
12-4,2,46,0
12-4,2,35,0
12-4,2,10,0
12,1,4,1
27,1,80,0
27,1,38,0
27,1,12,0
27,1,73,0
27,1,11,0
23,1,16,0
23,1,2,0
23,1,49,0
23,1,79,0
23,1,98,0
18-30-12-1,4,79,0
18-30-12-1,4,20,0
18-30-12-1,4,22,0
18-30-12-1,4,34,0
18-30-12-1,4,21,0
1-18-12,3,30,1
12,1,69,0
12,1,59,0
12,1,77,0
12,1,85,0
12,1,47,0
12,1,17,0
12,1,60,0
12,1,75,0
12,1,41,0
12,1,85,0
26-12,2,81,0
26-12,2,35,0
26-12,2,55,0
26-12,2,46,0
26-12,2,29,0
26,1,12,1
80-81-85-91-68-11-40-45-15-69,10,66,0
80-81-85-91-68-11-40-45-15-69,10,4,0
80-81-85-91-68-11-40-45-15-69,10,43,0
80-81-85-91-68-11-40-45-15-69,10,55,0
80-81-85-91-68-11-40-45-15-69,10,88,0
68-69-40-11-45-15-80-81-91,9,85,1
31-40-66-8-89-9-16-45-21-12,10,54,0
31-40-66-8-89-9-16-45-21-12,10,35,0
31-40-66-8-89-9-16-45-21-12,10,23,0
31-40-66-8-89-9-16-45-21-12,10,48,0
31-40-66-8-89-9-16-45-21-12,10,7,0
66-40-8-9-12-45-16-21-31,9,89,1
19-18,2,23,0
19-18,2,91,0
19-18,2,72,0
19-18,2,56,0
19-18,2,7,0
18,1,19,1
12,1,23,0
12,1,21,0
12,1,55,0
12,1,45,0
12,1,42,0
23,1,21,0
23,1,48,0
23,1,79,0
23,1,74,0
23,1,99,0
72-54,2,99,0
72-54,2,82,0
72-54,2,27,0
72-54,2,64,0
72-54,2,100,0
54,1,72,1
1-12,2,11,0
1-12,2,54,0
1-12,2,17,0
1-12,2,96,0
1-12,2,88,0
12,1,1,1
2,1,81,0
2,1,98,0
2,1,93,0
2,1,73,0
2,1,95,0
81-45-11-5-27,5,74,0
81-45-11-5-27,5,29,0
81-45-11-5-27,5,96,0
81-45-11-5-27,5,54,0
81-45-11-5-27,5,35,0
27-81-11-45,4,5,1
86-1,2,5,0
86-1,2,55,0
86-1,2,2,0
86-1,2,7,0
86-1,2,43,0
86,1,1,1
100,1,12,0
100,1,9,0
100,1,35,0
100,1,75,0
100,1,96,0
96-80-81-100-12-26,6,82,0
96-80-81-100-12-26,6,27,0
96-80-81-100-12-26,6,41,0
96-80-81-100-12-26,6,85,0
96-80-81-100-12-26,6,89,0
96-100-12-81-26,5,80,1
48-58,2,32,0
48-58,2,26,0
48-58,2,77,0
48-58,2,11,0
48-58,2,44,0
58,1,48,1
5-91-63-26,4,38,0
5-91-63-26,4,94,0
5-91-63-26,4,12,0
5-91-63-26,4,67,0
5-91-63-26,4,8,0
91-5-63,3,26,1
6,1,68,0
6,1,17,0
6,1,2,0
6,1,93,0
6,1,94,0
12,1,4,0
12,1,59,0
12,1,93,0
12,1,14,0
12,1,32,0
39-58,2,53,0
39-58,2,55,0
39-58,2,54,0
39-58,2,91,0
39-58,2,71,0
58,1,39,1
73-27,2,6,0
73-27,2,64,0
73-27,2,100,0
73-27,2,5,0
73-27,2,31,0
27,1,73,1
8-39-53,3,55,0
8-39-53,3,62,0
8-39-53,3,80,0
8-39-53,3,69,0
8-39-53,3,82,0
8-53,2,39,1
36-83-70-10-35-56-11,7,3,0
36-83-70-10-35-56-11,7,20,0
36-83-70-10-35-56-11,7,27,0
36-83-70-10-35-56-11,7,17,0
36-83-70-10-35-56-11,7,38,0
35-36-70-11-83-56,6,10,1
58,1,95,0
58,1,69,0
58,1,40,0
58,1,64,0
58,1,83,0
19-14-20-18-78,5,5,0
19-14-20-18-78,5,53,0
19-14-20-18-78,5,7,0
19-14-20-18-78,5,1,0
19-14-20-18-78,5,60,0
18-19-78-14,4,20,1
48-80-21,3,76,0
48-80-21,3,95,0
48-80-21,3,36,0
48-80-21,3,59,0
48-80-21,3,26,0
80-21,2,48,1
31,1,66,0
31,1,17,0
31,1,19,0
31,1,98,0
31,1,10,0
3,1,57,0
3,1,23,0
3,1,47,0
3,1,29,0
3,1,44,0
69-7-56-79,4,90,0
69-7-56-79,4,92,0
69-7-56-79,4,30,0
69-7-56-79,4,49,0
69-7-56-79,4,98,0
7-69-79,3,56,1
70,1,88,0
70,1,27,0
70,1,78,0
70,1,63,0
70,1,64,0
54,1,14,0
54,1,44,0
54,1,55,0
54,1,77,0
54,1,61,0
27-26,2,89,0
27-26,2,37,0
27-26,2,99,0
27-26,2,31,0
27-26,2,12,0
27,1,26,1
59-77-1,3,46,0
59-77-1,3,55,0
59-77-1,3,14,0
59-77-1,3,91,0
59-77-1,3,22,0
1-59,2,77,1
53,1,29,0
53,1,31,0
53,1,11,0
53,1,57,0
53,1,82,0
11-81,2,77,0
11-81,2,69,0
11-81,2,24,0
11-81,2,92,0
11-81,2,57,0
11,1,81,1
20,1,94,0
20,1,53,0
20,1,72,0
20,1,83,0
20,1,6,0
83-80,2,54,0
83-80,2,72,0
83-80,2,85,0
83-80,2,79,0
83-80,2,32,0
83,1,80,1
57-12,2,84,0
57-12,2,86,0
57-12,2,93,0
57-12,2,76,0
57-12,2,67,0
12,1,57,1
12,1,57,0
12,1,69,0
12,1,24,0
12,1,65,0
12,1,42,0
12,1,97,0
12,1,92,0
12,1,48,0
12,1,36,0
12,1,80,0
37-36-55,3,97,0
37-36-55,3,76,0
37-36-55,3,47,0
37-36-55,3,78,0
37-36-55,3,53,0
36-55,2,37,1
11-50,2,31,0
11-50,2,17,0
11-50,2,55,0
11-50,2,7,0
11-50,2,37,0
11,1,50,1
57,1,34,0
57,1,87,0
57,1,100,0
57,1,63,0
57,1,25,0
45-8-69-16-80,5,58,0
45-8-69-16-80,5,89,0
45-8-69-16-80,5,75,0
45-8-69-16-80,5,38,0
45-8-69-16-80,5,97,0
8-16-80-45,4,69,1
26,1,99,0
26,1,41,0
26,1,59,0
26,1,16,0
26,1,15,0
24-93-30,3,3,0
24-93-30,3,81,0
24-93-30,3,64,0
24-93-30,3,85,0
24-93-30,3,48,0
24-30,2,93,1
19-3-22,3,8,0
19-3-22,3,47,0
19-3-22,3,28,0
19-3-22,3,80,0
19-3-22,3,89,0
19-22,2,3,1
22,1,47,0
22,1,19,0
22,1,98,0
22,1,60,0
22,1,43,0
73,1,63,0
73,1,23,0
73,1,59,0
73,1,93,0
73,1,61,0
37-12,2,45,0
37-12,2,17,0
37-12,2,59,0
37-12,2,14,0
37-12,2,18,0
37,1,12,1
39,1,74,0
39,1,3,0
39,1,88,0
39,1,77,0
39,1,67,0
54,1,27,0
54,1,43,0
54,1,46,0
54,1,9,0
54,1,21,0
58-50-12,3,44,0
58-50-12,3,19,0
58-50-12,3,57,0
58-50-12,3,82,0
58-50-12,3,16,0
58-12,2,50,1
39-11-81-29-51,5,76,0
39-11-81-29-51,5,15,0
39-11-81-29-51,5,84,0
39-11-81-29-51,5,9,0
39-11-81-29-51,5,91,0
81-11-29-51,4,39,1
82-85,2,98,0
82-85,2,88,0
82-85,2,75,0
82-85,2,18,0
82-85,2,48,0
82,1,85,1
66-86,2,14,0
66-86,2,91,0
66-86,2,49,0
66-86,2,99,0
66-86,2,4,0
66,1,86,1
12,1,77,0
12,1,39,0
12,1,59,0
12,1,93,0
12,1,35,0
37,1,73,0
37,1,5,0
37,1,46,0
37,1,78,0
37,1,53,0
77,1,63,0
77,1,95,0
77,1,69,0
77,1,40,0
77,1,49,0
84,1,49,0
84,1,43,0
84,1,10,0
84,1,69,0
84,1,24,0
60-71-89-23-53-26,6,85,0
60-71-89-23-53-26,6,76,0
60-71-89-23-53-26,6,95,0
60-71-89-23-53-26,6,5,0
60-71-89-23-53-26,6,57,0
71-53-23-89-60,5,26,1
15-85,2,53,0
15-85,2,79,0
15-85,2,97,0
15-85,2,36,0
15-85,2,35,0
15,1,85,1
49-22-12-26,4,60,0
49-22-12-26,4,14,0
49-22-12-26,4,63,0
49-22-12-26,4,64,0
49-22-12-26,4,2,0
49-26-22,3,12,1
21,1,29,0
21,1,63,0
21,1,43,0
21,1,48,0
21,1,53,0
31-40-22-4-12,5,44,0
31-40-22-4-12,5,41,0
31-40-22-4-12,5,43,0
31-40-22-4-12,5,91,0
31-40-22-4-12,5,10,0
40-4-12-22,4,31,1
11,1,52,0
11,1,41,0
11,1,15,0
11,1,21,0
11,1,95,0
65-57-12,3,56,0
65-57-12,3,1,0
65-57-12,3,24,0
65-57-12,3,93,0
65-57-12,3,3,0
57-12,2,65,1
49,1,23,0
49,1,91,0
49,1,32,0
49,1,95,0
49,1,76,0
40,1,84,0
40,1,3,0
40,1,81,0
40,1,18,0
40,1,85,0
98,1,68,0
98,1,52,0
98,1,51,0
98,1,7,0
98,1,88,0
99-47,2,52,0
99-47,2,76,0
99-47,2,100,0
99-47,2,74,0
99-47,2,77,0
99,1,47,1
51-54-12,3,37,0
51-54-12,3,91,0
51-54-12,3,68,0
51-54-12,3,88,0
51-54-12,3,66,0
12-54,2,51,1
12,1,86,0
12,1,58,0
12,1,100,0
12,1,84,0
12,1,31,0
12,1,32,0
12,1,36,0
12,1,64,0
12,1,38,0
12,1,66,0
57,1,91,0
57,1,65,0
57,1,39,0
57,1,86,0
57,1,37,0
26,1,96,0
26,1,88,0
26,1,77,0
26,1,55,0
26,1,14,0
23,1,65,0
23,1,14,0
23,1,44,0
23,1,34,0
23,1,63,0
32-33,2,75,0
32-33,2,5,0
32-33,2,27,0
32-33,2,69,0
32-33,2,87,0
33,1,32,1
97-26,2,21,0
97-26,2,8,0
97-26,2,11,0
97-26,2,27,0
97-26,2,78,0
26,1,97,1
72-73-35,3,7,0
72-73-35,3,67,0
72-73-35,3,13,0
72-73-35,3,52,0
72-73-35,3,44,0
72-35,2,73,1
14,1,98,0
14,1,82,0
14,1,25,0
14,1,33,0
14,1,80,0
62-17,2,66,0
62-17,2,20,0
62-17,2,90,0
62-17,2,48,0
62-17,2,37,0
62,1,17,1
2-1,2,80,0
2-1,2,59,0
2-1,2,13,0
2-1,2,5,0
2-1,2,40,0
2,1,1,1
67,1,37,0
67,1,51,0
67,1,90,0
67,1,31,0
67,1,71,0
78-82-11-40-20-19-31-22,8,68,0
78-82-11-40-20-19-31-22,8,44,0
78-82-11-40-20-19-31-22,8,99,0
78-82-11-40-20-19-31-22,8,52,0
78-82-11-40-20-19-31-22,8,16,0
40-11-78-82-19-20-31,7,22,1
37-12,2,21,0
37-12,2,18,0
37-12,2,25,0
37-12,2,42,0
37-12,2,38,0
12,1,37,1
22-12,2,34,0
22-12,2,48,0
22-12,2,54,0
22-12,2,63,0
22-12,2,83,0
22,1,12,1
23-12,2,62,0
23-12,2,97,0
23-12,2,87,0
23-12,2,75,0
23-12,2,6,0
23,1,12,1
23,1,4,0
23,1,31,0
23,1,94,0
23,1,25,0
23,1,83,0
30-22,2,97,0
30-22,2,96,0
30-22,2,63,0
30-22,2,45,0
30-22,2,6,0
30,1,22,1
12-4,2,97,0
12-4,2,62,0
12-4,2,59,0
12-4,2,96,0
12-4,2,49,0
4,1,12,1
66,1,93,0
66,1,15,0
66,1,85,0
66,1,63,0
66,1,36,0
51-12,2,53,0
51-12,2,41,0
51-12,2,29,0
51-12,2,69,0
51-12,2,10,0
12,1,51,1
23-12,2,53,0
23-12,2,44,0
23-12,2,30,0
23-12,2,100,0
23-12,2,82,0
23,1,12,1
87-43-2-12,4,59,0
87-43-2-12,4,26,0
87-43-2-12,4,92,0
87-43-2-12,4,22,0
87-43-2-12,4,77,0
2-43-87,3,12,1
35-81-80-49-10,5,36,0
35-81-80-49-10,5,72,0
35-81-80-49-10,5,73,0
35-81-80-49-10,5,14,0
35-81-80-49-10,5,38,0
80-49-10-35,4,81,1
23,1,58,0
23,1,38,0
23,1,100,0
23,1,54,0
23,1,15,0
23,1,42,0
23,1,36,0
23,1,81,0
23,1,11,0
23,1,25,0
35,1,25,0
35,1,53,0
35,1,48,0
35,1,17,0
35,1,58,0
40,1,77,0
40,1,82,0
40,1,70,0
40,1,36,0
40,1,18,0
3-12,2,11,0
3-12,2,35,0
3-12,2,20,0
3-12,2,95,0
3-12,2,63,0
12,1,3,1
12,1,38,0
12,1,52,0
12,1,98,0
12,1,7,0
12,1,99,0
23,1,44,0
23,1,20,0
23,1,94,0
23,1,83,0
23,1,11,0
85-13-58-48-12,5,78,0
85-13-58-48-12,5,59,0
85-13-58-48-12,5,20,0
85-13-58-48-12,5,1,0
85-13-58-48-12,5,19,0
48-58-12-85,4,13,1
57,1,1,0
57,1,68,0
57,1,83,0
57,1,89,0
57,1,34,0
34,1,63,0
34,1,67,0
34,1,11,0
34,1,20,0
34,1,21,0
94-63,2,40,0
94-63,2,31,0
94-63,2,1,0
94-63,2,65,0
94-63,2,10,0
63,1,94,1
30-2,2,23,0
30-2,2,34,0
30-2,2,38,0
30-2,2,51,0
30-2,2,1,0
2,1,30,1
43-31-65-98-12,5,10,0
43-31-65-98-12,5,4,0
43-31-65-98-12,5,36,0
43-31-65-98-12,5,87,0
43-31-65-98-12,5,14,0
65-98-43-12,4,31,1
22,1,78,0
22,1,76,0
22,1,19,0
22,1,74,0
22,1,17,0
29,1,63,0
29,1,27,0
29,1,89,0
29,1,80,0
29,1,68,0
77,1,72,0
77,1,10,0
77,1,66,0
77,1,9,0
77,1,60,0
12,1,79,0
12,1,57,0
12,1,50,0
12,1,10,0
12,1,46,0
72,1,50,0
72,1,31,0
72,1,40,0
72,1,49,0
72,1,24,0
22,1,60,0
22,1,35,0
22,1,49,0
22,1,90,0
22,1,59,0
60-27-68-8-89-15-11-40-90,9,87,0
60-27-68-8-89-15-11-40-90,9,65,0
60-27-68-8-89-15-11-40-90,9,69,0
60-27-68-8-89-15-11-40-90,9,63,0
60-27-68-8-89-15-11-40-90,9,30,0
68-8-40-11-15-90-27-60,8,89,1
11,1,4,0
11,1,9,0
11,1,53,0
11,1,89,0
11,1,15,0
46-77-68-11-24-2-53,7,19,0
46-77-68-11-24-2-53,7,54,0
46-77-68-11-24-2-53,7,92,0
46-77-68-11-24-2-53,7,70,0
46-77-68-11-24-2-53,7,87,0
2-68-11-77-53-24,6,46,1
57-4,2,24,0
57-4,2,72,0
57-4,2,94,0
57-4,2,9,0
57-4,2,85,0
4,1,57,1
40-11-46-16-89-9-8-2-3-53,10,94,0
40-11-46-16-89-9-8-2-3-53,10,96,0
40-11-46-16-89-9-8-2-3-53,10,1,0
40-11-46-16-89-9-8-2-3-53,10,12,0
40-11-46-16-89-9-8-2-3-53,10,98,0
2-3-40-9-8-11-46-16-53,9,89,1
12,1,42,0
12,1,1,0
12,1,41,0
12,1,66,0
12,1,59,0
82,1,30,0
82,1,84,0
82,1,21,0
82,1,18,0
82,1,8,0
11-30-98-56,4,28,0
11-30-98-56,4,69,0
11-30-98-56,4,15,0
11-30-98-56,4,70,0
11-30-98-56,4,49,0
56-11-30,3,98,1
16-27-8-46-6-29-34-47-23,9,50,0
16-27-8-46-6-29-34-47-23,9,100,0
16-27-8-46-6-29-34-47-23,9,25,0
16-27-8-46-6-29-34-47-23,9,54,0
16-27-8-46-6-29-34-47-23,9,22,0
34-6-8-46-47-16-27-29,8,23,1
12,1,96,0
12,1,14,0
12,1,81,0
12,1,54,0
12,1,23,0
67-12,2,74,0
67-12,2,91,0
67-12,2,7,0
67-12,2,81,0
67-12,2,17,0
12,1,67,1
71-37-64-23,4,97,0
71-37-64-23,4,31,0
71-37-64-23,4,11,0
71-37-64-23,4,45,0
71-37-64-23,4,34,0
64-37-23,3,71,1
62-60-80-53,4,1,0
62-60-80-53,4,15,0
62-60-80-53,4,30,0
